category_id,raw_name,canonical_name,parent,level,seo_slug,legacy_l1_slug,status,tier
CAT-1487,碱性2号电池,碱性2号电池,工控电气,2,industrial-mechanical-lcsc-14325,,active,B
CAT-1488,碱性7号电池,碱性7号电池,工控电气,2,industrial-mechanical-lcsc-14326,,active,B
CAT-1489,碱性23A电池,碱性23A电池,工控电气,2,industrial-mechanical-23a,,active,B
CAT-1490,碱性27A电池,碱性27A电池,工控电气,2,industrial-mechanical-27a,,active,B
CAT-1491,柱状电池套装,柱状电池套装,工控电气,2,industrial-mechanical-lcsc-14332,,active,B
CAT-1492,车用蓄电池,车用蓄电池,工控电气,2,industrial-mechanical-lcsc-14333,,active,B
CAT-1493,工具蓄电池,工具蓄电池,工控电气,2,industrial-mechanical-lcsc-14334,,active,B
CAT-1494,相机电池,相机电池,工控电气,2,industrial-mechanical-lcsc-14335,,active,B
CAT-1495,电池底座,电池底座,工控电气,2,industrial-mechanical-lcsc-14338,,active,B
CAT-1496,电池盒,电池盒,工控电气,2,industrial-mechanical-lcsc-14339,,active,B
CAT-1497,电池夹,电池夹,工控电气,2,industrial-mechanical-lcsc-14340,,active,B
CAT-1498,电池扣,电池扣,工控电气,2,industrial-mechanical-lcsc-14341,,active,B
CAT-1499,电池弹片,电池弹片,工控电气,2,industrial-mechanical-lcsc-14342,,active,B
CAT-1500,电池接触片,电池接触片,工控电气,2,industrial-mechanical-lcsc-14343,,active,B
CAT-1501,D-sub连接器,D-sub连接器,工控电气,2,industrial-mechanical-d-sub-14377,,active,B
CAT-1502,同轴连接器,同轴连接器,工控电气,2,industrial-mechanical-lcsc-14383,,active,B
CAT-1503,光纤连接头,光纤连接头,工控电气,2,industrial-mechanical-lcsc-14398,,active,B
CAT-1504,阀门连接器,阀门连接器,工控电气,2,industrial-mechanical-lcsc-14417,,active,B
CAT-1505,电缆转换模块,电缆转换模块,工控电气,2,industrial-mechanical-lcsc-14428,,active,B
CAT-1506,照明连接器,照明连接器,工控电气,2,industrial-mechanical-lcsc-14460,,active,B
CAT-1507,EC散热风扇,EC散热风扇,工控电气,2,industrial-mechanical-ec,,active,B
CAT-1508,制冷片,制冷片,工控电气,2,industrial-mechanical-lcsc-14500,,active,B
CAT-1509,接线柱,接线柱,工控电气,2,industrial-mechanical-lcsc-14544,,active,B
CAT-1510,云台电机,云台电机,工控电气,2,industrial-mechanical-lcsc-14545,,active,B
CAT-1511,电机配件,电机配件,工控电气,2,industrial-mechanical-lcsc-14546,,active,B
CAT-1512,力矩电机,力矩电机,工控电气,2,industrial-mechanical-lcsc-14547,,active,B
CAT-1513,翘板船型开关,翘板船型开关,工控电气,2,industrial-mechanical-lcsc-14605,,active,B
CAT-1514,伺服电机,伺服电机,工控电气,2,industrial-mechanical-lcsc-14606,,active,B
CAT-1515,工业拨动开关,工业拨动开关,工控电气,2,industrial-mechanical-lcsc-14614,,active,B
CAT-1516,摇臂钮子开关,摇臂钮子开关,工控电气,2,industrial-mechanical-lcsc-14615,,active,B
CAT-1517,电池充电器,电池充电器,工控电气,2,industrial-mechanical-lcsc-14643,,active,B
CAT-1518,方形电池套装,方形电池套装,工控电气,2,industrial-mechanical-lcsc-14644,,active,B
CAT-1519,导轨式接线端子,导轨式接线端子,工控电气,2,industrial-mechanical-lcsc-14645,,active,B
CAT-1520,RF评估套件,RF评估套件,工控电气,2,industrial-mechanical-rf-14642,,active,B
CAT-1521,LED驱动器,LED驱动器,工控电气,2,industrial-mechanical-led-14661,,active,B
CAT-1522,充电桩,充电桩,工控电气,2,industrial-mechanical-lcsc-14743,,active,B
CAT-1523,电源变压器,电源变压器,充电桩,3,industrial-mechanical-lcsc-636,,active,B
CAT-1524,继电器插座及配件,继电器插座及配件,充电桩,3,industrial-mechanical-lcsc-11121,,active,B
CAT-1525,光耦,Semiconductors & Discrete,,1,semiconductors-discrete-13434,semiconductor-components,active,A
CAT-1526,栅极驱动光耦,栅极驱动光耦,光耦,2,semiconductors-discrete-lcsc-13394,semiconductor-components,active,B
CAT-1527,逻辑输出光耦,逻辑输出光耦,光耦,2,semiconductors-discrete-lcsc-11288,semiconductor-components,active,B
CAT-1528,晶体管输出光耦,晶体管输出光耦,光耦,2,semiconductors-discrete-lcsc-351,semiconductor-components,active,B
CAT-1529,可控硅输出光耦,可控硅输出光耦,光耦,2,semiconductors-discrete-lcsc-931,semiconductor-components,active,B
CAT-1530,固态继电器(MOS输出),固态继电器(MOS输出),光耦,2,semiconductors-discrete-mos,semiconductor-components,active,B
CAT-1531,固态继电器(可控硅输出),固态继电器(可控硅输出),光耦,2,semiconductors-discrete-lcsc-11297,semiconductor-components,active,B
CAT-1532,显示屏,Optoelectronics,,1,optoelectronics-13435,,active,A
CAT-1533,OLED显示屏,OLED显示屏,显示屏,2,optoelectronics-oled,,active,B
CAT-1534,LCD显示屏,LCD显示屏,显示屏,2,optoelectronics-lcd,,active,B
CAT-1535,LED点阵屏,LED点阵屏,显示屏,2,optoelectronics-led-642,,active,B
CAT-1536,VFD显示屏,VFD显示屏,显示屏,2,optoelectronics-vfd,,active,B
CAT-1537,LED数码管,LED数码管,显示屏,2,optoelectronics-led-532,,active,B
CAT-1538,墨水屏,墨水屏,显示屏,2,optoelectronics-lcsc-13458,,active,B
CAT-1539,办公日用,Industrial & Mechanical,,1,industrial-mechanical-11358,,active,A
CAT-1540,通讯设备,通讯设备,办公日用,2,industrial-mechanical-lcsc-11364,,active,B
CAT-1541,电源适配器,电源适配器,办公日用,2,industrial-mechanical-lcsc-11492,,active,B
CAT-1542,充电器,充电器,办公日用,2,industrial-mechanical-lcsc-11536,,active,B
CAT-1543,转换器,转换器,办公日用,2,industrial-mechanical-lcsc-11548,,active,B
CAT-1544,耦合器,耦合器,办公日用,2,industrial-mechanical-lcsc-11568,,active,B
CAT-1545,网络信息模块,网络信息模块,办公日用,2,industrial-mechanical-lcsc-11570,,active,B
CAT-1546,电脑适配器,电脑适配器,办公日用,2,industrial-mechanical-lcsc-11571,,active,B
CAT-1547,网络延长器,网络延长器,办公日用,2,industrial-mechanical-lcsc-11572,,active,B
CAT-1548,拓展坞,拓展坞,办公日用,2,industrial-mechanical-lcsc-11573,,active,B
CAT-1549,接收器,接收器,办公日用,2,industrial-mechanical-lcsc-11575,,active,B
CAT-1550,声卡,声卡,办公日用,2,industrial-mechanical-lcsc-11577,,active,B
CAT-1551,发射器,发射器,办公日用,2,industrial-mechanical-lcsc-11578,,active,B
CAT-1552,切换器,切换器,办公日用,2,industrial-mechanical-lcsc-11581,,active,B
CAT-1553,U盘,U盘,办公日用,2,industrial-mechanical-u-11583,,active,B
CAT-1554,水晶头,水晶头,办公日用,2,industrial-mechanical-lcsc-11585,,active,B
CAT-1555,分配器,分配器,办公日用,2,industrial-mechanical-lcsc-11586,,active,B
CAT-1556,收发器,收发器,办公日用,2,industrial-mechanical-lcsc-11587,,active,B
CAT-1557,网卡,网卡,办公日用,2,industrial-mechanical-lcsc-11588,,active,B
CAT-1558,光驱,光驱,办公日用,2,industrial-mechanical-lcsc-11591,,active,B
CAT-1559,激光笔,激光笔,办公日用,2,industrial-mechanical-lcsc-11592,,active,B
CAT-1560,读卡器,读卡器,办公日用,2,industrial-mechanical-lcsc-11593,,active,B
CAT-1561,移动硬盘盒,移动硬盘盒,办公日用,2,industrial-mechanical-lcsc-11595,,active,B
CAT-1562,耳机/耳麦,耳机/耳麦,办公日用,2,industrial-mechanical-lcsc-11596,,active,B
CAT-1563,彩膜打印机,彩膜打印机,办公日用,2,industrial-mechanical-lcsc-12172,,active,B
CAT-1564,打印纸,打印纸,办公日用,2,industrial-mechanical-lcsc-12174,,active,B
CAT-1565,鼠标垫,鼠标垫,办公日用,2,industrial-mechanical-lcsc-12175,,active,B
CAT-1566,公文包,公文包,办公日用,2,industrial-mechanical-lcsc-12177,,active,B
CAT-1567,无线扫描枪,无线扫描枪,办公日用,2,industrial-mechanical-lcsc-12178,,active,B
CAT-1568,线圈本,线圈本,办公日用,2,industrial-mechanical-lcsc-12179,,active,B
CAT-1569,修正带,修正带,办公日用,2,industrial-mechanical-lcsc-12180,,active,B
CAT-1570,光敏印油,光敏印油,办公日用,2,industrial-mechanical-lcsc-12181,,active,B
CAT-1571,毛笔,毛笔,办公日用,2,industrial-mechanical-lcsc-12182,,active,B
CAT-1572,美工刀,美工刀,办公日用,2,industrial-mechanical-lcsc-12183,,active,B
CAT-1573,装订机/打孔机,装订机/打孔机,办公日用,2,industrial-mechanical-lcsc-12184,,active,B
CAT-1574,账本/单据,账本/单据,办公日用,2,industrial-mechanical-lcsc-12185,,active,B
CAT-1575,橡皮擦,橡皮擦,办公日用,2,industrial-mechanical-lcsc-12186,,active,B
CAT-1576,纸张/练习纸/草稿纸,纸张/练习纸/草稿纸,办公日用,2,industrial-mechanical-lcsc-12187,,active,B
CAT-1577,桌面吸尘器,桌面吸尘器,办公日用,2,industrial-mechanical-lcsc-12188,,active,B
CAT-1578,记号笔,记号笔,办公日用,2,industrial-mechanical-lcsc-12189,,active,B
CAT-1579,凭证封面,凭证封面,办公日用,2,industrial-mechanical-lcsc-12190,,active,B
CAT-1580,保温杯,保温杯,办公日用,2,industrial-mechanical-lcsc-12193,,active,B
CAT-1581,计算器,计算器,办公日用,2,industrial-mechanical-lcsc-12196,,active,B
CAT-1582,白板擦,白板擦,办公日用,2,industrial-mechanical-lcsc-12197,,active,B
CAT-1583,凭证包角,凭证包角,办公日用,2,industrial-mechanical-lcsc-12199,,active,B
CAT-1584,桌面书立,桌面书立,办公日用,2,industrial-mechanical-lcsc-12200,,active,B
CAT-1585,剪刀,剪刀,办公日用,2,industrial-mechanical-lcsc-12201,,active,B
CAT-1586,橡皮圈,橡皮圈,办公日用,2,industrial-mechanical-lcsc-12202,,active,B
CAT-1587,记事本,记事本,办公日用,2,industrial-mechanical-lcsc-12203,,active,B
CAT-1588,电话机,电话机,办公日用,2,industrial-mechanical-lcsc-12204,,active,B
CAT-1589,回形针,回形针,办公日用,2,industrial-mechanical-lcsc-12205,,active,B
CAT-1590,印台/印油,印台/印油,办公日用,2,industrial-mechanical-lcsc-12206,,active,B
CAT-1591,档案盒,档案盒,办公日用,2,industrial-mechanical-lcsc-12208,,active,B
CAT-1592,塑封机,塑封机,办公日用,2,industrial-mechanical-lcsc-12209,,active,B
CAT-1593,考勤机,考勤机,办公日用,2,industrial-mechanical-lcsc-12210,,active,B
CAT-1594,大头针,大头针,办公日用,2,industrial-mechanical-lcsc-12211,,active,B
CAT-1595,板夹,板夹,办公日用,2,industrial-mechanical-lcsc-12213,,active,B
CAT-1596,图钉,图钉,办公日用,2,industrial-mechanical-lcsc-12214,,active,B
CAT-1597,长尾夹,长尾夹,办公日用,2,industrial-mechanical-lcsc-12216,,active,B
CAT-1598,票据夹,票据夹,办公日用,2,industrial-mechanical-lcsc-12217,,active,B
CAT-1599,管理箱,管理箱,办公日用,2,industrial-mechanical-lcsc-12218,,active,B
CAT-1600,信封,信封,办公日用,2,industrial-mechanical-lcsc-12219,,active,B
CAT-1601,美工刀片,美工刀片,办公日用,2,industrial-mechanical-lcsc-12221,,active,B
CAT-1602,起钉器,起钉器,办公日用,2,industrial-mechanical-lcsc-12222,,active,B
CAT-1603,笔筒,笔筒,办公日用,2,industrial-mechanical-lcsc-12223,,active,B
CAT-1604,卷笔刀,卷笔刀,办公日用,2,industrial-mechanical-lcsc-12224,,active,B
CAT-1605,订书机/装订器,订书机/装订器,办公日用,2,industrial-mechanical-lcsc-12225,,active,B
CAT-1606,杂志架,杂志架,办公日用,2,industrial-mechanical-lcsc-12227,,active,B
CAT-1607,电子时钟,电子时钟,办公日用,2,industrial-mechanical-lcsc-12229,,active,B
CAT-1608,文件柜,文件柜,办公日用,2,industrial-mechanical-lcsc-12232,,active,B
CAT-1609,快劳夹,快劳夹,办公日用,2,industrial-mechanical-lcsc-12233,,active,B
CAT-1610,文件栏/框/盘/架,文件栏/框/盘/架,办公日用,2,industrial-mechanical-lcsc-12234,,active,B
CAT-1611,文件夹,文件夹,办公日用,2,industrial-mechanical-lcsc-12235,,active,B
CAT-1612,收纳盒/收纳册,收纳盒/收纳册,办公日用,2,industrial-mechanical-lcsc-12236,,active,B
CAT-1613,相册,相册,办公日用,2,industrial-mechanical-lcsc-12237,,active,B
CAT-1614,名片夹/名片盒,名片夹/名片盒,办公日用,2,industrial-mechanical-lcsc-12239,,active,B
CAT-1615,白板,白板,办公日用,2,industrial-mechanical-lcsc-12241,,active,B
CAT-1616,切割器,切割器,办公日用,2,industrial-mechanical-lcsc-12243,,active,B
CAT-1617,打码机,打码机,办公日用,2,industrial-mechanical-lcsc-12244,,active,B
CAT-1618,切割板,切割板,办公日用,2,industrial-mechanical-lcsc-12245,,active,B
CAT-1619,湿手器,湿手器,办公日用,2,industrial-mechanical-lcsc-12246,,active,B
CAT-1620,装订耗材,装订耗材,办公日用,2,industrial-mechanical-lcsc-12247,,active,B
CAT-1621,订书机套装,订书机套装,办公日用,2,industrial-mechanical-lcsc-12248,,active,B
CAT-1622,挂绳卡套,挂绳卡套,办公日用,2,industrial-mechanical-lcsc-12250,,active,B
CAT-1623,文具套装,文具套装,办公日用,2,industrial-mechanical-lcsc-12251,,active,B
CAT-1624,圆珠笔,圆珠笔,办公日用,2,industrial-mechanical-lcsc-12252,,active,B
CAT-1625,抽杆夹,抽杆夹,办公日用,2,industrial-mechanical-lcsc-12253,,active,B
CAT-1626,其它笔,其它笔,办公日用,2,industrial-mechanical-lcsc-12254,,active,B
CAT-1627,中性笔,中性笔,办公日用,2,industrial-mechanical-lcsc-12255,,active,B
CAT-1628,订书钉,订书钉,办公日用,2,industrial-mechanical-lcsc-12257,,active,B
CAT-1629,白板笔,白板笔,办公日用,2,industrial-mechanical-lcsc-12259,,active,B
CAT-1630,塑封膜,塑封膜,办公日用,2,industrial-mechanical-lcsc-12260,,active,B
CAT-1631,便签贴,便签贴,办公日用,2,industrial-mechanical-lcsc-12261,,active,B
CAT-1632,装订夹,装订夹,办公日用,2,industrial-mechanical-lcsc-12262,,active,B
CAT-1633,碎纸机,碎纸机,办公日用,2,industrial-mechanical-lcsc-12264,,active,B
CAT-1634,荧光笔,荧光笔,办公日用,2,industrial-mechanical-lcsc-12265,,active,B
CAT-1635,铅笔,铅笔,办公日用,2,industrial-mechanical-lcsc-12267,,active,B
CAT-1636,封口机,封口机,办公日用,2,industrial-mechanical-lcsc-12269,,active,B
CAT-1637,资料册,资料册,办公日用,2,industrial-mechanical-lcsc-12270,,active,B
CAT-1638,白板磁钉/磁粒,白板磁钉/磁粒,办公日用,2,industrial-mechanical-lcsc-12271,,active,B
CAT-1639,白板清洁液,白板清洁液,办公日用,2,industrial-mechanical-lcsc-12272,,active,B
CAT-1640,白板笔补充液,白板笔补充液,办公日用,2,industrial-mechanical-lcsc-12273,,active,B
CAT-1641,笔芯,笔芯,办公日用,2,industrial-mechanical-lcsc-12274,,active,B
CAT-1642,扩音器,扩音器,办公日用,2,industrial-mechanical-lcsc-12275,,active,B
CAT-1643,胶纸座,胶纸座,办公日用,2,industrial-mechanical-lcsc-12276,,active,B
CAT-1644,复印纸,复印纸,办公日用,2,industrial-mechanical-lcsc-12277,,active,B
CAT-1645,高拍仪,高拍仪,办公日用,2,industrial-mechanical-lcsc-12278,,active,B
CAT-1646,证书,证书,办公日用,2,industrial-mechanical-lcsc-12279,,active,B
CAT-1647,插排/转换器,插排/转换器,办公日用,2,industrial-mechanical-lcsc-12281,,active,B
CAT-1648,台灯,台灯,办公日用,2,industrial-mechanical-lcsc-12283,,active,B
CAT-1649,地球仪,地球仪,办公日用,2,industrial-mechanical-lcsc-12284,,active,B
CAT-1650,直尺,直尺,办公日用,2,industrial-mechanical-lcsc-12285,,active,B
CAT-1651,放大镜,放大镜,办公日用,2,industrial-mechanical-lcsc-12287,,active,B
CAT-1652,液体胶,液体胶,办公日用,2,industrial-mechanical-lcsc-12288,,active,B
CAT-1653,固体胶,固体胶,办公日用,2,industrial-mechanical-lcsc-12290,,active,B
CAT-1654,其它设备,其它设备,办公日用,2,industrial-mechanical-lcsc-12293,,active,B
CAT-1655,其它存储产品,其它存储产品,办公日用,2,industrial-mechanical-lcsc-12294,,active,B
CAT-1656,网络产品,网络产品,办公日用,2,industrial-mechanical-lcsc-12295,,active,B
CAT-1657,数码配件,数码配件,办公日用,2,industrial-mechanical-lcsc-12296,,active,B
CAT-1658,组合面板,组合面板,办公日用,2,industrial-mechanical-lcsc-12374,,active,B
CAT-1659,线盘,线盘,办公日用,2,industrial-mechanical-lcsc-12424,,active,B
CAT-1660,面板盒,面板盒,办公日用,2,industrial-mechanical-lcsc-12484,,active,B
CAT-1661,电脑支架,电脑支架,办公日用,2,industrial-mechanical-lcsc-12588,,active,B
CAT-1662,色带,色带,办公日用,2,industrial-mechanical-lcsc-12590,,active,B
CAT-1663,硒鼓/墨粉,硒鼓/墨粉,办公日用,2,industrial-mechanical-lcsc-12591,,active,B
CAT-1664,一次性杯子,一次性杯子,办公日用,2,industrial-mechanical-lcsc-12602,,active,B
CAT-1665,消毒器,消毒器,办公日用,2,industrial-mechanical-lcsc-12632,,active,B
CAT-1666,加湿器,加湿器,办公日用,2,industrial-mechanical-lcsc-12634,,active,B
CAT-1667,手机壳,手机壳,办公日用,2,industrial-mechanical-lcsc-12636,,active,B
CAT-1668,笔记本电脑,笔记本电脑,办公日用,2,industrial-mechanical-lcsc-12651,,active,B
CAT-1669,低音炮,低音炮,办公日用,2,industrial-mechanical-lcsc-12652,,active,B
CAT-1670,电脑包,电脑包,办公日用,2,industrial-mechanical-lcsc-12653,,active,B
CAT-1671,工业级相机,工业级相机,办公日用,2,industrial-mechanical-lcsc-12655,,active,B
CAT-1672,墨盒,墨盒,办公日用,2,industrial-mechanical-lcsc-12708,,active,B
CAT-1673,夹纸器,夹纸器,办公日用,2,industrial-mechanical-lcsc-12710,,active,B
CAT-1674,切纸刀/切纸机,切纸刀/切纸机,办公日用,2,industrial-mechanical-lcsc-12719,,active,B
CAT-1675,粘钩,粘钩,办公日用,2,industrial-mechanical-lcsc-12723,,active,B
CAT-1676,台卡,台卡,办公日用,2,industrial-mechanical-lcsc-12725,,active,B
CAT-1677,路由器,路由器,办公日用,2,industrial-mechanical-lcsc-12727,,active,B
CAT-1678,投屏器,投屏器,办公日用,2,industrial-mechanical-lcsc-12731,,active,B
CAT-1679,挂钟/闹钟,挂钟/闹钟,办公日用,2,industrial-mechanical-lcsc-12750,,active,B
CAT-1680,网格带,网格带,办公日用,2,industrial-mechanical-lcsc-12777,,active,B
CAT-1681,其它办公用品,其它办公用品,办公日用,2,industrial-mechanical-lcsc-12811,,active,B
CAT-1682,扫码枪,扫码枪,办公日用,2,industrial-mechanical-lcsc-12878,,active,B
CAT-1683,胶带切割机,胶带切割机,办公日用,2,industrial-mechanical-lcsc-12879,,active,B
CAT-1684,激光打标机,激光打标机,办公日用,2,industrial-mechanical-lcsc-12880,,active,B
CAT-1685,工作台/工作桌,工作台/工作桌,办公日用,2,industrial-mechanical-lcsc-12882,,active,B
CAT-1686,办公椅,办公椅,办公日用,2,industrial-mechanical-lcsc-12883,,active,B
CAT-1687,沙发,沙发,办公日用,2,industrial-mechanical-lcsc-12884,,active,B
CAT-1688,秒表,秒表,办公日用,2,industrial-mechanical-lcsc-12885,,active,B
CAT-1689,饮水机,饮水机,办公日用,2,industrial-mechanical-lcsc-13105,,active,B
CAT-1690,对讲机,对讲机,办公日用,2,industrial-mechanical-lcsc-13526,,active,B
CAT-1691,扫描仪,扫描仪,办公日用,2,industrial-mechanical-lcsc-13536,,active,B
CAT-1692,标签打印机,标签打印机,办公日用,2,industrial-mechanical-lcsc-13542,,active,B
CAT-1693,自动切割机,自动切割机,办公日用,2,industrial-mechanical-lcsc-13545,,active,B
CAT-1694,镜子,镜子,办公日用,2,industrial-mechanical-lcsc-13589,,active,B
CAT-1695,床垫,床垫,办公日用,2,industrial-mechanical-lcsc-13590,,active,B
CAT-1696,鞋柜,鞋柜,办公日用,2,industrial-mechanical-lcsc-13591,,active,B
CAT-1697,移动电源,移动电源,办公日用,2,industrial-mechanical-lcsc-13611,,active,B
CAT-1698,数据线,数据线,办公日用,2,industrial-mechanical-lcsc-13612,,active,B
CAT-1699,音箱/音响,音箱/音响,办公日用,2,industrial-mechanical-lcsc-13614,,active,B
CAT-1700,相机,相机,办公日用,2,industrial-mechanical-lcsc-13624,,active,B
CAT-1701,床类,床类,办公日用,2,industrial-mechanical-lcsc-13645,,active,B
CAT-1702,午休椅,午休椅,办公日用,2,industrial-mechanical-lcsc-13646,,active,B
CAT-1703,书架,书架,办公日用,2,industrial-mechanical-lcsc-13647,,active,B
CAT-1704,自拍杆,自拍杆,办公日用,2,industrial-mechanical-lcsc-13666,,active,B
CAT-1705,屏蔽器,屏蔽器,办公日用,2,industrial-mechanical-lcsc-13681,,active,B
CAT-1706,激光打印机,激光打印机,办公日用,2,industrial-mechanical-lcsc-13705,,active,B
CAT-1707,牙刷,牙刷,办公日用,2,industrial-mechanical-lcsc-13711,,active,B
CAT-1708,花露水,花露水,办公日用,2,industrial-mechanical-lcsc-13714,,active,B
CAT-1709,陶瓷碗,陶瓷碗,办公日用,2,industrial-mechanical-lcsc-13715,,active,B
CAT-1710,打气筒,打气筒,办公日用,2,industrial-mechanical-lcsc-13720,,active,B
CAT-1711,雨伞,雨伞,办公日用,2,industrial-mechanical-lcsc-13723,,active,B
CAT-1712,纸巾盒,纸巾盒,办公日用,2,industrial-mechanical-lcsc-13729,,active,B
CAT-1713,红胶章,红胶章,办公日用,2,industrial-mechanical-lcsc-13734,,active,B
CAT-1714,扬声器,扬声器,办公日用,2,industrial-mechanical-lcsc-13738,,active,B
CAT-1715,餐盘,餐盘,办公日用,2,industrial-mechanical-lcsc-13739,,active,B
CAT-1716,折叠床,折叠床,办公日用,2,industrial-mechanical-lcsc-13749,,active,B
CAT-1717,洗衣机,洗衣机,办公日用,2,industrial-mechanical-lcsc-13753,,active,B
CAT-1718,电视机,电视机,办公日用,2,industrial-mechanical-lcsc-13754,,active,B
CAT-1719,空调,空调,办公日用,2,industrial-mechanical-lcsc-13755,,active,B
CAT-1720,冰箱,冰箱,办公日用,2,industrial-mechanical-lcsc-13756,,active,B
CAT-1721,无线充,无线充,办公日用,2,industrial-mechanical-lcsc-13782,,active,B
CAT-1722,移动电源套装,移动电源套装,办公日用,2,industrial-mechanical-lcsc-13783,,active,B
CAT-1723,旗帜,旗帜,办公日用,2,industrial-mechanical-lcsc-13785,,active,B
CAT-1724,电脑摄像头,电脑摄像头,办公日用,2,industrial-mechanical-lcsc-13787,,active,B
CAT-1725,会议摄像头,会议摄像头,办公日用,2,industrial-mechanical-lcsc-13788,,active,B
CAT-1726,高压锅,高压锅,办公日用,2,industrial-mechanical-lcsc-13790,,active,B
CAT-1727,养生壶,养生壶,办公日用,2,industrial-mechanical-lcsc-13798,,active,B
CAT-1728,微波炉,微波炉,办公日用,2,industrial-mechanical-lcsc-13799,,active,B
CAT-1729,空气炸锅,空气炸锅,办公日用,2,industrial-mechanical-lcsc-13800,,active,B
CAT-1730,烤箱,烤箱,办公日用,2,industrial-mechanical-lcsc-13801,,active,B
CAT-1731,电动牙刷,电动牙刷,办公日用,2,industrial-mechanical-lcsc-13802,,active,B
CAT-1732,除螨仪,除螨仪,办公日用,2,industrial-mechanical-lcsc-13803,,active,B
CAT-1733,搅拌机,搅拌机,办公日用,2,industrial-mechanical-lcsc-13806,,active,B
CAT-1734,多功能锅,多功能锅,办公日用,2,industrial-mechanical-lcsc-13807,,active,B
CAT-1735,电煮锅,电煮锅,办公日用,2,industrial-mechanical-lcsc-13808,,active,B
CAT-1736,电饭煲,电饭煲,办公日用,2,industrial-mechanical-lcsc-13809,,active,B
CAT-1737,挂烫机,挂烫机,办公日用,2,industrial-mechanical-lcsc-13810,,active,B
CAT-1738,灭蚊灯,灭蚊灯,办公日用,2,industrial-mechanical-lcsc-13811,,active,B
CAT-1739,电热水壶,电热水壶,办公日用,2,industrial-mechanical-lcsc-13812,,active,B
CAT-1740,橱柜/消毒柜,橱柜/消毒柜,办公日用,2,industrial-mechanical-lcsc-13813,,active,B
CAT-1741,扫地机器人,扫地机器人,办公日用,2,industrial-mechanical-lcsc-13815,,active,B
CAT-1742,折叠椅,折叠椅,办公日用,2,industrial-mechanical-lcsc-13816,,active,B
CAT-1743,破壁机,破壁机,办公日用,2,industrial-mechanical-lcsc-13817,,active,B
CAT-1744,交换机,交换机,办公日用,2,industrial-mechanical-lcsc-13818,,active,B
CAT-1745,平底锅,平底锅,办公日用,2,industrial-mechanical-lcsc-13821,,active,B
CAT-1746,电脑主板,电脑主板,办公日用,2,industrial-mechanical-lcsc-13822,,active,B
CAT-1747,车载支架,车载支架,办公日用,2,industrial-mechanical-lcsc-13858,,active,B
CAT-1748,香薰,香薰,办公日用,2,industrial-mechanical-lcsc-13874,,active,B
CAT-1749,广告机,广告机,办公日用,2,industrial-mechanical-lcsc-13875,,active,B
CAT-1750,智能手表,智能手表,办公日用,2,industrial-mechanical-lcsc-13876,,active,B
CAT-1751,显示器,显示器,办公日用,2,industrial-mechanical-lcsc-13877,,active,B
CAT-1752,投影仪,投影仪,办公日用,2,industrial-mechanical-lcsc-13878,,active,B
CAT-1753,望远镜,望远镜,办公日用,2,industrial-mechanical-lcsc-13879,,active,B
CAT-1754,麦克风,麦克风,办公日用,2,industrial-mechanical-lcsc-13900,,active,B
CAT-1755,红领巾,红领巾,办公日用,2,industrial-mechanical-lcsc-13919,,active,B
CAT-1756,T恤/文化衫,T恤/文化衫,办公日用,2,industrial-mechanical-t-13923,,active,B
CAT-1757,瑜伽垫,瑜伽垫,办公日用,2,industrial-mechanical-lcsc-13927,,active,B
CAT-1758,按摩仪,按摩仪,办公日用,2,industrial-mechanical-lcsc-13943,,active,B
CAT-1759,豆浆机,豆浆机,办公日用,2,industrial-mechanical-lcsc-13989,,active,B
CAT-1760,电源线,电源线,办公日用,2,industrial-mechanical-lcsc-11016,,active,B
CAT-1761,双面胶带,双面胶带,办公日用,2,industrial-mechanical-lcsc-968,,active,B
CAT-1762,打印机配件,打印机配件,办公日用,2,industrial-mechanical-lcsc-14018,,active,B
CAT-1763,存储卡,存储卡,办公日用,2,industrial-mechanical-lcsc-14035,,active,B
CAT-1764,内存条,内存条,办公日用,2,industrial-mechanical-lcsc-14036,,active,B
CAT-1765,讲台,讲台,办公日用,2,industrial-mechanical-lcsc-14038,,active,B
CAT-1766,固态硬盘（SSD）,固态硬盘（SSD）,办公日用,2,industrial-mechanical-ssd,,active,B
CAT-1767,机械硬盘（HDD）,机械硬盘（HDD）,办公日用,2,industrial-mechanical-hdd,,active,B
CAT-1768,移动硬盘,移动硬盘,办公日用,2,industrial-mechanical-lcsc-14049,,active,B
CAT-1769,遥控器,遥控器,办公日用,2,industrial-mechanical-lcsc-14051,,active,B
CAT-1770,家用电源插头,家用电源插头,办公日用,2,industrial-mechanical-lcsc-14055,,active,B
CAT-1771,油烟机,油烟机,办公日用,2,industrial-mechanical-lcsc-14063,,active,B
CAT-1772,燃气灶,燃气灶,办公日用,2,industrial-mechanical-lcsc-14064,,active,B
CAT-1773,电磁炉,电磁炉,办公日用,2,industrial-mechanical-lcsc-14065,,active,B
CAT-1774,电饼铛,电饼铛,办公日用,2,industrial-mechanical-lcsc-14066,,active,B
CAT-1775,取暖器,取暖器,办公日用,2,industrial-mechanical-lcsc-14070,,active,B
CAT-1776,行李箱,行李箱,办公日用,2,industrial-mechanical-lcsc-14075,,active,B
CAT-1777,绞肉机/切肉机,绞肉机/切肉机,办公日用,2,industrial-mechanical-lcsc-14076,,active,B
CAT-1778,榨汁机,榨汁机,办公日用,2,industrial-mechanical-lcsc-14077,,active,B
