raw_name,canonical_brand,manufacturer_id,status,tier,match_method
LEADPOWER(率能),LEADPOWER(率能),MFR-01673,candidate,B,new
Lextar(隆达电子),Lextar(隆达电子),MFR-01769,candidate,B,new
3L COILS(三礼),3L COILS(三礼),MFR-00004,candidate,B,new
LGE(鲁光),LGE(鲁光),MFR-01687,candidate,B,new
Legion(六钧),Legion(六钧),MFR-01759,candidate,B,new
LKH(利可豪热熔胶),LKH(利可豪热熔胶),MFR-01713,candidate,B,new
LYT(利亚特),LYT(利亚特),MFR-01739,candidate,B,new
LOVATO ELECTRIC,LOVATO ELECTRIC,MFR-01721,candidate,B,new
luxin-semi(上海陆芯),luxin-semi(上海陆芯),MFR-03504,candidate,B,new
绿色时代,绿色时代,MFR-03786,candidate,B,new
LANCHAO(澜潮科技),LANCHAO(澜潮科技),MFR-01655,candidate,B,new
LIGHT(莱特),LIGHT(莱特),MFR-01696,candidate,B,new
LETO(列拓),LETO(列拓),MFR-01682,candidate,B,new
Lucki(蓝晶),Lucki(蓝晶),MFR-01798,candidate,B,new
LCKELEC(联晟欣),LCKELEC(联晟欣),MFR-01667,candidate,B,new
LEISE(雷摄),LEISE(雷摄),MFR-01677,candidate,B,new
LEACAP(利容),LEACAP(利容),MFR-01670,candidate,B,new
LICQ,LICQ,MFR-01695,review,A,new
淩志比高,淩志比高,MFR-03747,candidate,B,new
LANOUDUN(蓝鸥盾),LANOUDUN(蓝鸥盾),MFR-01660,candidate,B,new
LICHEERS(领臣),LICHEERS(领臣),MFR-01693,candidate,B,new
狼小方,狼小方,MFR-03754,review,A,new
LCX(凌承芯),LCX(凌承芯),MFR-01668,candidate,B,new
LCDZ(联坚电子),LCDZ(联坚电子),MFR-01666,candidate,B,new
Levetop(乐升),Levetop(乐升),MFR-01766,candidate,B,new
Linx,Linx,MFR-01784,candidate,B,new
Littelfuse(美国力特),Littelfuse(美国力特),MFR-01788,candidate,B,new
LinkMems(聆麦声学),LinkMems(聆麦声学),MFR-01783,candidate,B,new
Lehuo TANGO(乐活天章),Lehuo TANGO(乐活天章),MFR-01760,candidate,B,new
LXC(连兴创),LXC(连兴创),MFR-01735,candidate,B,new
洛阳双明电子,洛阳双明电子,MFR-03744,candidate,B,new
LEADCHIP(岭芯微),LEADCHIP(岭芯微),MFR-01671,candidate,B,new
LATTICE(莱迪思),LATTICE(莱迪思),MFR-01664,candidate,B,new
LOCKIN(鹿克),LOCKIN(鹿克),MFR-01716,candidate,B,new
LSD(利尔达),LSD(利尔达),MFR-01725,candidate,B,new
LAILAN(莱联),LAILAN(莱联),MFR-01653,candidate,B,new
LPL(来百利),LPL(来百利),MFR-01722,candidate,B,new
LVKANG(绿康),LVKANG(绿康),MFR-01731,candidate,B,new
LanTu Micro(蓝图微电),LanTu Micro(蓝图微电),MFR-01744,candidate,B,new
LANBAOFUSE(蓝宝),LANBAOFUSE(蓝宝),MFR-01654,candidate,B,new
劳思保,劳思保,MFR-03615,review,A,new
LJ(朗捷),LJ(朗捷),MFR-01712,candidate,B,new
LILLIPUT(利利普),LILLIPUT(利利普),MFR-01700,candidate,B,new
DDY(德立)/MYX(铭易轩),DDY(德立)/MYX(铭易轩),MFR-00652,candidate,B,new
MEIHUA(美华),MEIHUA(美华),MFR-01844,candidate,B,new
MeiLing(美菱),MeiLing(美菱),MFR-01948,candidate,B,new
MK(米客方德),MK(米客方德),MFR-01878,candidate,B,new
MW(明纬),MW(明纬),MFR-01903,candidate,B,new
MKA,MKA,MFR-01879,review,A,new
MEMSIC(美新),MEMSIC(美新),MFR-01847,candidate,B,new
MSA(梅思安),MSA(梅思安),MFR-01894,candidate,B,new
MACOM(镁可),MACOM(镁可),MFR-01811,candidate,B,new
ADI(亚德诺)/MAXIM(美信),ADI(亚德诺)/MAXIM(美信),MFR-00027,candidate,B,new
MOTOROLA(摩托罗拉),MOTOROLA(摩托罗拉),MFR-01889,candidate,B,new
MATSUKI(松木),MATSUKI(松木),MFR-01827,candidate,B,new
MICRONE(南京微盟),MICRONE(南京微盟),MFR-01865,candidate,B,new
MITSUMI(美上美),MITSUMI(美上美),MFR-01875,candidate,B,new
MYIR(米尔),MYIR(米尔),MFR-01906,candidate,B,new
MEGAWIN(笙泉),MEGAWIN(笙泉),MFR-01842,candidate,B,new
MPS(芯源),MPS(芯源),MFR-01892,candidate,B,new
Micradar(云帆瑞达),Micradar(云帆瑞达),MFR-01959,candidate,B,new
MOKEN(摩肯),MOKEN(摩肯),MFR-01882,candidate,B,new
MINXING(民兴电缆),MINXING(民兴电缆),MFR-01874,candidate,B,new
MERAKI(茂睿芯),MERAKI(茂睿芯),MFR-01850,candidate,B,new
Magnetics(美磁),Magnetics(美磁),MFR-01917,candidate,B,new
Midea(美的),Midea(美的),MFR-01966,candidate,B,new
Marutsu,Marutsu,MFR-01926,candidate,B,new
MATRIX,MATRIX,MFR-01826,candidate,B,new
Mechatronics,Mechatronics,MFR-01942,candidate,B,new
MegaChips,MegaChips,MFR-01944,candidate,B,new
Magnetic Shield,Magnetic Shield,MFR-01916,candidate,B,new
MMB Networks,MMB Networks,MFR-01880,candidate,B,new
METICOM,METICOM,MFR-01854,candidate,B,new
Monzite,Monzite,MFR-01988,candidate,B,new
Ming Chiang,Ming Chiang,MFR-01974,candidate,B,new
Peraso,Peraso,MFR-02253,candidate,B,new
Moujen,Moujen,MFR-01991,candidate,B,new
Minsheng(民盛),Minsheng(民盛),MFR-01977,candidate,B,new
minGLeI(名磊),minGLeI(名磊),MFR-03512,candidate,B,new
MWEL(漫威),MWEL(漫威),MFR-01904,candidate,B,new
MINVA(敏华电工),MINVA(敏华电工),MFR-01873,candidate,B,new
MOLI(南京模砾),MOLI(南京模砾),MFR-01883,candidate,B,new
Magnetsyc(元磁),Magnetsyc(元磁),MFR-01918,candidate,B,new
MyAntenna(摩天射频),MyAntenna(摩天射频),MFR-02000,candidate,B,new
MagnaChip(美格纳),MagnaChip(美格纳),MFR-01914,candidate,B,new
Mixic(中科芯亿达),Mixic(中科芯亿达),MFR-01982,candidate,B,new
Motorcomm(裕太微),Motorcomm(裕太微),MFR-01990,candidate,B,new
MCM,MCM,MFR-01837,review,A,new
MS SHIMEI(湿美),MS SHIMEI(湿美),MFR-01893,candidate,B,new
MORNSUN(金升阳),MORNSUN(金升阳),MFR-01885,candidate,B,new
MARVELL(迈威),MARVELL(迈威),MFR-01824,candidate,B,new
MaxLinear(迈凌),MaxLinear(迈凌),MFR-01934,candidate,B,new
MP(美禄科技),MP(美禄科技),MFR-01890,candidate,B,new
meacon(美控),meacon(美控),MFR-03506,candidate,B,new
MetalLions(美铼),MetalLions(美铼),MFR-01955,candidate,B,new
MAX USA,MAX USA,MFR-01828,candidate,B,new
Malak(迈洛克),Malak(迈洛克),MFR-01921,candidate,B,new
MYOUNG(美阳),MYOUNG(美阳),MFR-01908,candidate,B,new
MOLONG(墨龙),MOLONG(墨龙),MFR-01884,candidate,B,new
MEMS(敏芯微),MEMS(敏芯微),MFR-01846,candidate,B,new
McGill Microwave Systems,McGill Microwave Systems,MFR-01940,candidate,B,new
muRata(村田),muRata(村田),MFR-03515,candidate,B,new
Macrosilicon(宏晶微),Macrosilicon(宏晶微),MFR-01911,candidate,B,new
MINGSTAR(登壹),MINGSTAR(登壹),MFR-01870,candidate,B,new
Magnasphere,Magnasphere,MFR-01915,candidate,B,new
MEGSINE(兆讯),MEGSINE(兆讯),MFR-01843,candidate,B,new
Miller,Miller,MFR-01970,candidate,B,new
MALUCP(马路诚品),MALUCP(马路诚品),MFR-01819,candidate,B,new
MFrontier(美思先端),MFrontier(美思先端),MFR-01857,candidate,B,new
MTK(联发科),MTK(联发科),MFR-01900,candidate,B,new
MXIC(旺宏电子),MXIC(旺宏电子),MFR-01905,candidate,B,new
明达微,明达微,MFR-03708,review,A,new
MST(美伽),MST(美伽),MFR-01896,candidate,B,new
MINIWARE,MINIWARE,MFR-01871,candidate,B,new
METZ CONNECT,METZ CONNECT,MFR-01856,candidate,B,new
Moxa,Moxa,MFR-01993,candidate,B,new
Mentech(铭普光磁),Mentech(铭普光磁),MFR-01951,candidate,B,new
MSKSEMI(美森科),MSKSEMI(美森科),MFR-01895,candidate,B,new
MDH(明德亨),MDH(明德亨),MFR-01839,candidate,B,new
MatrixOpto(矩阵),MatrixOpto(矩阵),MFR-01931,candidate,B,new
Masterplug,Masterplug,MFR-01929,candidate,B,new
MERCURY(玛居礼),MERCURY(玛居礼),MFR-01851,candidate,B,new
MBI(台湾聚积),MBI(台湾聚积),MFR-01835,candidate,B,new
MIJIA(米家),MIJIA(米家),MFR-01867,candidate,B,new
MDE Semiconductor,MDE Semiconductor,MFR-01838,candidate,B,new
MT-VIKI(迈拓维矩),MT-VIKI(迈拓维矩),MFR-01899,candidate,B,new
MetalBrother,MetalBrother,MFR-01954,candidate,B,new
MERACH(麦瑞克),MERACH(麦瑞克),MFR-01849,candidate,B,new
MARATHON SPECIAL PRODUCTS,MARATHON SPECIAL PRODUCTS,MFR-01821,candidate,B,new
Myrra,Myrra,MFR-02002,candidate,B,new
microcyber(博微),microcyber(博微),MFR-03508,candidate,B,new
MOISELLE(周慕诗),MOISELLE(周慕诗),MFR-01881,candidate,B,new
MAynuo(美尔诺),MAynuo(美尔诺),MFR-01834,candidate,B,new
MINGGU(鸣固),MINGGU(鸣固),MFR-01869,candidate,B,new
minos(迈诺斯),minos(迈诺斯),MFR-03513,candidate,B,new
MAKE GREAT(突破电气),MAKE GREAT(突破电气),MFR-01817,candidate,B,new
Mallory Sonalert Products Inc,Mallory Sonalert Products Inc,MFR-01922,candidate,B,new
MINDA(敏达),MINDA(敏达),MFR-01868,candidate,B,new
MIDOLI(镁多力),MIDOLI(镁多力),MFR-01866,candidate,B,new
Mini-Circuits,Mini-Circuits,MFR-01975,candidate,B,new
MEISHUO(美硕),MEISHUO(美硕),MFR-01845,candidate,B,new
Mysentech(敏源传感),Mysentech(敏源传感),MFR-02003,candidate,B,new
Maxio(联芸),Maxio(联芸),MFR-01936,candidate,B,new
Multicomp,Multicomp,MFR-01997,candidate,B,new
MAIKERUISI(迈锐柯斯),MAIKERUISI(迈锐柯斯),MFR-01816,candidate,B,new
MSTM(麦斯塔),MSTM(麦斯塔),MFR-01898,candidate,B,new
Mide,Mide,MFR-01965,candidate,B,new
MAKITA(牧田),MAKITA(牧田),MFR-01818,candidate,B,new
MERSUN(美日晟),MERSUN(美日晟),MFR-01852,candidate,B,new
Move-X,Move-X,MFR-01992,candidate,B,new
MTM Power,MTM Power,MFR-01901,candidate,B,new
MtronPTI,MtronPTI,MFR-01994,candidate,B,new
Mitsubishi Electric(三菱电机),Mitsubishi Electric(三菱电机),MFR-01979,candidate,B,new
multidimension(多维),multidimension(多维),MFR-03516,candidate,B,new
Megain(美佳音),Megain(美佳音),MFR-01945,candidate,B,new
MiRelay(米高莱),MiRelay(米高莱),MFR-01958,candidate,B,new
Midas Displays,Midas Displays,MFR-01964,candidate,B,new
MH CONNECTORS,MH CONNECTORS,MFR-01859,candidate,B,new
Micro Elec. Instrument,Micro Elec. Instrument,MFR-01961,candidate,B,new
MPD(Memory Protection Devices),MPD(Memory Protection Devices),MFR-01891,candidate,B,new
Matsuo(松尾电机),Matsuo(松尾电机),MFR-01932,candidate,B,new
MORPHY RICHARDS(英国摩飞),MORPHY RICHARDS(英国摩飞),MFR-01886,candidate,B,new
MICRON ELECTRIC,MICRON ELECTRIC,MFR-01864,candidate,B,new
MindMotion(灵动微),MindMotion(灵动微),MFR-01972,candidate,B,new
MACROMATIC,MACROMATIC,MFR-01812,candidate,B,new
MAGTECH,MAGTECH,MFR-01815,candidate,B,new
MAGLAYERS,MAGLAYERS,MFR-01813,candidate,B,new
Mayflower(五月花),Mayflower(五月花),MFR-01939,candidate,B,new
MAN YUE(万裕科技),MAN YUE(万裕科技),MFR-01820,candidate,B,new
MARQUARDT,MARQUARDT,MFR-01822,candidate,B,new
MENTOR,MENTOR,MFR-01848,candidate,B,new
M&G(晨光文具),M&G(晨光文具),MFR-01807,candidate,B,new
Maxwell,Maxwell,MFR-01938,candidate,B,new
METROPOLITAN VACUUM,METROPOLITAN VACUUM,MFR-01855,candidate,B,new
METHODE ELEC.,METHODE ELEC.,MFR-01853,candidate,B,new
Mill-Max Mfg. Corp.,Mill-Max Mfg. Corp.,MFR-01969,candidate,B,new
Minlenda(敏连达),Minlenda(敏连达),MFR-01976,candidate,B,new
MIAOJIE(妙洁),MIAOJIE(妙洁),MFR-01861,candidate,B,new
MAX(迈旭),MAX(迈旭),MFR-01829,candidate,B,new
Masach,Masach,MFR-01927,candidate,B,new
Menda,Menda,MFR-01950,candidate,B,new
Matrix Orbital,Matrix Orbital,MFR-01930,candidate,B,new
MG Chemicals,MG Chemicals,MFR-01858,candidate,B,new
Meritek,Meritek,MFR-01952,candidate,B,new
Metcal,Metcal,MFR-01956,candidate,B,new
Master Appliance Co,Master Appliance Co,MFR-01928,candidate,B,new
Mueller Electric,Mueller Electric,MFR-01995,candidate,B,new
MultiTech,MultiTech,MFR-01996,candidate,B,new
Monnit,Monnit,MFR-01986,candidate,B,new
Mikroe,Mikroe,MFR-01968,candidate,B,new
MinebeaMistumi – NMB Technologies,MinebeaMistumi – NMB Technologies,MFR-01973,candidate,B,new
micron(美光),micron(美光),MFR-03510,candidate,B,new
MYMOOO(螞蟻),MYMOOO(螞蟻),MFR-01907,candidate,B,new
Medicom(麦迪康),Medicom(麦迪康),MFR-01943,candidate,B,new
Maxscend(卓胜微),Maxscend(卓胜微),MFR-01937,candidate,B,new
MAZO(玛冀),MAZO(玛冀),MFR-01833,candidate,B,new
MOLEX,Molex,MFR-01984,active,A,seed_alias
MOSPEC(统懋),MOSPEC(统懋),MFR-01887,candidate,B,new
MIXINNO(矽诺微),MIXINNO(矽诺微),MFR-01877,candidate,B,new
"Makeblock Co., LTD.","Makeblock Co., LTD.",MFR-01920,candidate,B,new
MIWE(麦纬),MIWE(麦纬),MFR-01876,candidate,B,new
Murrplastik,Murrplastik,MFR-01999,candidate,B,new
M5Stack(明栈),M5Stack(明栈),MFR-01810,candidate,B,new
Morse Micro,Morse Micro,MFR-01989,candidate,B,new
MDM(中晶微),MDM(中晶微),MFR-01840,candidate,B,new
Marktech Optoelectronics,Marktech Optoelectronics,MFR-01925,candidate,B,new
Mitutoyo(三丰),Mitutoyo(三丰),MFR-01981,candidate,B,new
Magic Power,Magic Power,MFR-01913,candidate,B,new
MARTOR(马特),MARTOR(马特),MFR-01823,candidate,B,new
MI(小米),MI(小米),MFR-01860,candidate,B,new
Methode Electronics,Methode Electronics,MFR-01957,candidate,B,new
M.T,M.T,MFR-01809,review,A,new
MaxBotix,MaxBotix,MFR-01933,candidate,B,new
猛水,猛水,MFR-03755,review,A,new
Mobil(美孚),Mobil(美孚),MFR-01983,candidate,B,new
Mitsubishi Group(三菱),Mitsubishi Group(三菱),MFR-01980,candidate,B,new
MST(迈尔斯通),MST(迈尔斯通),MFR-01897,candidate,B,new
迈嘉科技,迈嘉科技,MFR-03810,candidate,B,new
maxell,maxell,MFR-03505,candidate,B,new
Melexis(比利时迈来芯),Melexis(比利时迈来芯),MFR-01949,candidate,B,new
microgate(麦捷科技),microgate(麦捷科技),MFR-03509,candidate,B,new
MAXIC(美芯晟),MAXIC(美芯晟),MFR-01832,candidate,B,new
Manifold Tech(留形),Manifold Tech(留形),MFR-01923,candidate,B,new
MCC(美微科),MCC(美微科),MFR-01836,candidate,B,new
MASPOWER(麦思浦),MASPOWER(麦思浦),MFR-01825,candidate,B,new
MAXCENT(麦森特),MAXCENT(麦森特),MFR-01830,candidate,B,new
molten(摩腾),molten(摩腾),MFR-03514,candidate,B,new
Mersen(美尔森),Mersen(美尔森),MFR-01953,candidate,B,new
MAGLAYERS(美磊),MAGLAYERS(美磊),MFR-01814,candidate,B,new
Milliohm(毫欧),Milliohm(毫欧),MFR-01971,candidate,B,new
MAXHUB,MAXHUB,MFR-01831,candidate,B,new
MYTO(麦途斯),MYTO(麦途斯),MFR-01909,candidate,B,new
Magic Inside(魔力),Magic Inside(魔力),MFR-01912,candidate,B,new
麦拉达,麦拉达,MFR-03839,review,A,new
Me-TECH(美台高科),Me-TECH(美台高科),MFR-01941,candidate,B,new
micsig(麦科信),micsig(麦科信),MFR-03511,candidate,B,new
3M,3M,MFR-00005,review,A,new
Monec(鑫汇),Monec(鑫汇),MFR-01985,candidate,B,new
明微,明微,MFR-03707,review,A,new
Micro Crystal(瑞士微晶),Micro Crystal(瑞士微晶),MFR-01960,candidate,B,new
Miramems(明皜传感),Miramems(明皜传感),MFR-01978,candidate,B,new
MEC Switches,MEC Switches,MFR-01841,candidate,B,new
MyDevices,MyDevices,MFR-02001,candidate,B,new
Megapower(瑞信),Megapower(瑞信),MFR-01946,candidate,B,new
MINTRON(明硕),MINTRON(明硕),MFR-01872,candidate,B,new
Maplesemi(美浦森),Maplesemi(美浦森),MFR-01924,candidate,B,new
MICROCHIP(美国微芯),MICROCHIP(美国微芯),MFR-01862,candidate,B,new
Major Power(久昌),Major Power(久昌),MFR-01919,candidate,B,new
M.SOME(索美),M.SOME(索美),MFR-01808,candidate,B,new
MICROLIT(米克雷),MICROLIT(米克雷),MFR-01863,candidate,B,new
metkon(美康),metkon(美康),MFR-03507,candidate,B,new
MOT(仁懋),MOT(仁懋),MFR-01888,candidate,B,new
Megastar(兆星),Megastar(兆星),MFR-01947,candidate,B,new
MUP(德海威),MUP(德海威),MFR-01902,candidate,B,new
NBC(宝橙),NBC(宝橙),MFR-02014,candidate,B,new
NHC(汇龙仓),NHC(汇龙仓),MFR-02031,candidate,B,new
NOVOSENSE(纳芯微),NOVOSENSE(纳芯微),MFR-02047,candidate,B,new
natlinear(南麟),natlinear(南麟),MFR-03518,candidate,B,new
Nippon Tanshi(日端),Nippon Tanshi(日端),MFR-02091,candidate,B,new
Nextron(正凌),Nextron(正凌),MFR-02086,candidate,B,new
NDF(达孚),NDF(达孚),MFR-02018,candidate,B,new
NOXTLON(诺凌),NOXTLON(诺凌),MFR-02048,candidate,B,new
Nations(国民技术),Nations(国民技术),MFR-02065,candidate,B,new
NVC(雷士),NVC(雷士),MFR-02057,candidate,B,new
Newstar LEDs,Newstar LEDs,MFR-02082,candidate,B,new
NXMET(耐默特),NXMET(耐默特),MFR-02059,candidate,B,new
NORDIC,Nordic Semiconductor,MFR-02095,active,A,seed_alias
Nyfea(徕飞),Nyfea(徕飞),MFR-02100,candidate,B,new
NEUTRIK(优曲克),NEUTRIK(优曲克),MFR-02025,candidate,B,new
NCE(无锡新洁能),NCE(无锡新洁能),MFR-02016,candidate,B,new
Nakagawa,Nakagawa,MFR-02063,candidate,B,new
Nexperia(安世),Nexperia(安世),MFR-02085,candidate,B,new
NLHX(牛利),NLHX(牛利),MFR-02042,candidate,B,new
NECTIUM(传应),NECTIUM(传应),MFR-02023,candidate,B,new
Nicomatic,Nicomatic,MFR-02089,candidate,B,new
NimbeLink,NimbeLink,MFR-02090,candidate,B,new
Nearson,Nearson,MFR-02069,candidate,B,new
NEWOPTO(鑫永诚光电),NEWOPTO(鑫永诚光电),MFR-02026,candidate,B,new
Navitas(纳微),Navitas(纳微),MFR-02067,candidate,B,new
NXP(恩智浦),NXP(恩智浦),MFR-02061,candidate,B,new
南京艾驰,南京艾驰,MFR-03626,candidate,B,new
NIIMBOT(精臣),NIIMBOT(精臣),MFR-02036,candidate,B,new
NVE,NVE,MFR-02058,review,A,new
NIKO-SEM(尼克森),NIKO-SEM(尼克森),MFR-02037,candidate,B,new
NDST(诺德斯特),NDST(诺德斯特),MFR-02021,candidate,B,new
NCC(日本贵弥功),NCC(日本贵弥功),MFR-02015,candidate,B,new
Newhaven display,Newhaven display,MFR-02079,candidate,B,new
NDK,NDK,MFR-02019,review,A,new
NINTAUS(金正),NINTAUS(金正),MFR-02038,candidate,B,new
NJGW(南京国微),NJGW(南京国微),MFR-02040,candidate,B,new
nVent,nVent,MFR-03517,candidate,B,new
Neardi(临滴),Neardi(临滴),MFR-02068,candidate,B,new
NGI(恩智),NGI(恩智),MFR-02029,candidate,B,new
NSK(创群晶体),NSK(创群晶体),MFR-02053,candidate,B,new
N-tech(新源鑫),N-tech(新源鑫),MFR-02004,candidate,B,new
New-yc(新元昌),New-yc(新元昌),MFR-02077,candidate,B,new
南京中科微,南京中科微,MFR-03624,candidate,B,new
NOKOXIN(诺可信),NOKOXIN(诺可信),MFR-02044,candidate,B,new
NF(福特),NF(福特),MFR-02028,candidate,B,new
NJCON(永立),NJCON(永立),MFR-02039,candidate,B,new
NOBLELIFT(诺力),NOBLELIFT(诺力),MFR-02043,candidate,B,new
neat(尼特),neat(尼特),MFR-03519,candidate,B,new
Nitto(日东),Nitto(日东),MFR-02093,candidate,B,new
Newland AIDC(新大陆),Newland AIDC(新大陆),MFR-02080,candidate,B,new
Nanya(南亚科技),Nanya(南亚科技),MFR-02064,candidate,B,new
南洋,南洋,MFR-03627,review,A,new
Nsiway(纳芯威),Nsiway(纳芯威),MFR-02097,candidate,B,new
New Age Enclosures,New Age Enclosures,MFR-02075,candidate,B,new
NATIONAL CONTROLS,NATIONAL CONTROLS,MFR-02013,candidate,B,new
Nemco Electronics Corporation,Nemco Electronics Corporation,MFR-02070,candidate,B,new
N2Power,N2Power,MFR-02005,candidate,B,new
NAMCO CONTROLS,NAMCO CONTROLS,MFR-02008,candidate,B,new
Newmine(纽曼),Newmine(纽曼),MFR-02081,candidate,B,new
New Energy,New Energy,MFR-02076,candidate,B,new
Nisshinbo,Nisshinbo,MFR-02092,candidate,B,new
NI,NI,MFR-02032,review,A,new
NICHIA(日亚),NICHIA(日亚),MFR-02034,candidate,B,new
NorComp,NorComp,MFR-02094,candidate,B,new
NSF,NSF,MFR-02051,review,A,new
NIC Components,NIC Components,MFR-02033,candidate,B,new
中旭,中旭,MFR-03581,review,A,new
NAISIDA(奈斯达),NAISIDA(奈斯达),MFR-02006,candidate,B,new
NTE Electronics,NTE Electronics,MFR-02055,candidate,B,new
Naturehike(挪客),Naturehike(挪客),MFR-02066,candidate,B,new
南亚(NANYA PLASTICS),南亚(NANYA PLASTICS),MFR-03623,candidate,B,new
NKK Switches,NKK Switches,MFR-02041,candidate,B,new
North East Fasteners,North East Fasteners,MFR-02096,candidate,B,new
NexCOBOT,NexCOBOT,MFR-02084,candidate,B,new
Newava Technology Inc.,Newava Technology Inc.,MFR-02078,candidate,B,new
Nvidia(英伟达),Nvidia(英伟达),MFR-02099,candidate,B,new
NANFU(南孚),NANFU(南孚),MFR-02010,candidate,B,new
NORITAKE ITRON,NORITAKE ITRON,MFR-02045,candidate,B,new
NOVASOM INDUSTRIES S.R.L.,NOVASOM INDUSTRIES S.R.L.,MFR-02046,candidate,B,new
NAMAE(韩国南涯),NAMAE(韩国南涯),MFR-02007,candidate,B,new
NetPower,NetPower,MFR-02073,candidate,B,new
NetBurner,NetBurner,MFR-02072,candidate,B,new
NSK,NSK,MFR-02052,review,A,new
NIDEC(尼得科),NIDEC(尼得科),MFR-02035,candidate,B,new
Neyeson(新易晟),Neyeson(新易晟),MFR-02087,candidate,B,new
NANFENG SHENGBAO(南丰声宝),NANFENG SHENGBAO(南丰声宝),MFR-02009,candidate,B,new
NST(钜芯),NST(钜芯),MFR-02054,candidate,B,new
NYBOXING(尼博星),NYBOXING(尼博星),MFR-02062,candidate,B,new
Neorock(观岩科技),Neorock(观岩科技),MFR-02071,candidate,B,new
南京欧卓,南京欧卓,MFR-03625,candidate,B,new
NEXTCHIP,NEXTCHIP,MFR-02027,candidate,B,new
NANOPORT,NANOPORT,MFR-02012,candidate,B,new
Wisevision(新智景),Wisevision(新智景),MFR-03190,candidate,B,new
Nichicon(尼吉康),Nichicon(尼吉康),MFR-02088,candidate,B,new
NEOTEC(新德),NEOTEC(新德),MFR-02024,candidate,B,new
NANOCHAP(暖芯迦),NANOCHAP(暖芯迦),MFR-02011,candidate,B,new
NOYAFA(精明鼠),NOYAFA(精明鼠),MFR-02049,candidate,B,new
NQUNXIN(群芯微电子),NQUNXIN(群芯微电子),MFR-02050,candidate,B,new
Netac(朗科),Netac(朗科),MFR-02074,candidate,B,new
NEC(日电电子),NEC(日电电子),MFR-02022,candidate,B,new
NUVOTON(新唐),NUVOTON(新唐),MFR-02056,candidate,B,new
Newtologic(纽特捷),Newtologic(纽特捷),MFR-02083,candidate,B,new
NDP(芯潭微),NDP(芯潭微),MFR-02020,candidate,B,new
NCT(利昇达),NCT(利昇达),MFR-02017,candidate,B,new
NH(纽航),NH(纽航),MFR-02030,candidate,B,new
ORDRO(欧达),ORDRO(欧达),MFR-02121,candidate,B,new
OCIC(卓睿科),OCIC(卓睿科),MFR-02105,candidate,B,new
Oukali(欧卡丽),Oukali(欧卡丽),MFR-02167,candidate,B,new
OCX(欧创芯),OCX(欧创芯),MFR-02106,candidate,B,new
OSG(欧士机),OSG(欧士机),MFR-02128,candidate,B,new
OCEAN'S-KING(海洋王),OCEAN'S-KING(海洋王),MFR-02104,candidate,B,new
OPPLE(欧普),OPPLE(欧普),MFR-02119,candidate,B,new
Organomation(欧加马丁),Organomation(欧加马丁),MFR-02162,candidate,B,new
ORIENTAL SEMI(东微),ORIENTAL SEMI(东微),MFR-02123,candidate,B,new
Omnergy(力佳),Omnergy(力佳),MFR-02146,candidate,B,new
OTW(联芯),OTW(联芯),MFR-02137,candidate,B,new
OTTE,OTTE,MFR-02136,review,A,new
Option NV,Option NV,MFR-02158,candidate,B,new
OptConnect,OptConnect,MFR-02155,candidate,B,new
ODU,ODU,MFR-02107,review,A,new
Onion,Onion,MFR-02153,candidate,B,new
Ole Wolff,Ole Wolff,MFR-02144,candidate,B,new
Omnetics,Omnetics,MFR-02147,candidate,B,new
OmniVision(豪威科技),OmniVision(豪威科技),MFR-02150,candidate,B,new
OMLAI(欧美莱),OMLAI(欧美莱),MFR-02113,candidate,B,new
onsemi(安森美),onsemi(安森美),MFR-03520,candidate,B,new
OTP battery(OTP电池),OTP battery(OTP电池),MFR-02135,candidate,B,new
OmniOn Power,OmniOn Power,MFR-02148,candidate,B,new
OMRON(欧姆龙),OMRON(欧姆龙),MFR-02114,candidate,B,new
ORIGIN-TECH(粤原点),ORIGIN-TECH(粤原点),MFR-02124,candidate,B,new
orisilicon(矽源),orisilicon(矽源),MFR-03521,candidate,B,new
ORICO(奥睿科),ORICO(奥睿科),MFR-02122,candidate,B,new
ONN(欧恩),ONN(欧恩),MFR-02116,candidate,B,new
欧思科光电,欧思科光电,MFR-03727,candidate,B,new
OUBOSEN(欧博森),OUBOSEN(欧博森),MFR-02138,candidate,B,new
Original Tech(本原聚能),Original Tech(本原聚能),MFR-02165,candidate,B,new
OOU,OOU,MFR-02118,review,A,new
Outdoor Solutions Electronics,Outdoor Solutions Electronics,MFR-02168,candidate,B,new
OBENZ(奥宾仕),OBENZ(奥宾仕),MFR-02103,candidate,B,new
OB(昂宝),OB(昂宝),MFR-02102,candidate,B,new
OSEN(欧芯),OSEN(欧芯),MFR-02126,candidate,B,new
Orient(奥伦德),Orient(奥伦德),MFR-02164,candidate,B,new
OGAM,OGAM,MFR-02108,review,A,new
Only&Home,Only&Home,MFR-02154,candidate,B,new
OSI Optoelectronics,OSI Optoelectronics,MFR-02130,candidate,B,new
ONSOON(安胜智能),ONSOON(安胜智能),MFR-02117,candidate,B,new
Olimex,Olimex,MFR-02145,candidate,B,new
On-Shore Tech,On-Shore Tech,MFR-02152,candidate,B,new
Octavo Systems,Octavo Systems,MFR-02142,candidate,B,new
ORing,ORing,MFR-02125,candidate,B,new
OSHWHub(立创开源硬件平台),OSHWHub(立创开源硬件平台),MFR-02129,candidate,B,new
OptoSupply(光谷),OptoSupply(光谷),MFR-02160,candidate,B,new
