supplier,supplier_sku,mpn,manufacturer,title,category,description,attributes,datasheet_url,stock,price
Digikey,DIG-500-00180,MEM50000180,MemCore,MemCore MEM50000180 Memory IC,Memory IC,MEM50000180 Memory IC from MemCore. Sourced via professional procurement support; specs below.,organization: x8; interface: SPI; speed_hz: 104000000,https://example.com/datasheet/MEM50000180.pdf,239,14.1904
Hanxin,HAN-500-00181,XTAL50000181,AbraconX,AbraconX XTAL50000181 Crystal Oscillator,Crystal Oscillator,XTAL50000181 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,frequency_hz: 8000000; load_capacitance_pf: 18,https://example.com/datasheet/XTAL50000181.pdf,1972,13.9825
Mouser,MOU-500-00182,MCU50000182,GigaDevice Semiconductor,GigaDevice Semiconductor MCU50000182 Microcontroller,Microcontroller,MCU50000182 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,ESD Rating: 2kV,https://example.com/datasheet/MCU50000182.pdf,1724,0.3670
Hanxin,HAN-500-00183,MOS50000183,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor MOS50000183 MOSFET,MOSFET,MOS50000183 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,package: SOT-23; vds_v: 55; Leakage Current: 1uA,https://example.com/datasheet/MOS50000183.pdf,954,16.5310
LCSC,LCS-500-00184,RES50000184,Fenghua,Fenghua RES50000184 Resistor,Resistor,RES50000184 Resistor from Fenghua. Sourced via professional procurement support; specs below.,power_rating_w: 0.25; temperature_coeff: X7R; tolerance: ±1%,https://example.com/datasheet/RES50000184.pdf,908,5.0454
Mouser,MOU-500-00185,CAP50000185,Walsin Technology,Walsin Technology CAP50000185 Capacitor,Capacitor,CAP50000185 Capacitor from Walsin Technology. Sourced via professional procurement support; specs below.,package: 0603; voltage_rating_v: 50,https://example.com/datasheet/CAP50000185.pdf,156,20.9328
Digikey,DIG-500-00186,IND50000186,TDK Corporation,TDK Corporation IND50000186 Inductor,Inductor,IND50000186 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,tolerance: ±20%; inductance_uh: 4.7,https://example.com/datasheet/IND50000186.pdf,2287,16.9158
Digikey,DIG-500-00187,SEN50000187,TE Connectivity,TE Connectivity SEN50000187 Sensors,Sensors,SEN50000187 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,range: 0-40; sensitivity: 260 LSB/g,https://example.com/datasheet/SEN50000187.pdf,1026,7.4699
Digikey,DIG-500-00188,CON50000188,JST,JST CON50000188 Connectors,Connectors,CON50000188 Connectors from JST. Sourced via professional procurement support; specs below.,mounting: SMD; current_rating_a: 3; positions: 40; pitch_mm: 2.54; voltage_rating_v: 50,https://example.com/datasheet/CON50000188.pdf,1465,6.9761
Mouser,MOU-500-00189,MOD50000189,SIMCom,SIMCom MOD50000189 Modules,Modules,MOD50000189 Modules from SIMCom. Sourced via professional procurement support; specs below.,data_rate_bps: 2000000; output_power_dbm: 20; modulation: GFSK; sensitivity_dbm: -95,https://example.com/datasheet/MOD50000189.pdf,3347,19.5604
HQEW,HQE-500-00190,OPA50000190,Maxim Integrated,Maxim Integrated OPA50000190 Analog IC,Analog IC,OPA50000190 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,supply_current_ua: 200; gain_db: 100; package: SOIC-8,https://example.com/datasheet/OPA50000190.pdf,1399,4.6314
Hanxin,HAN-500-00191,PMIC50000191,SGMICRO,SGMICRO PMIC50000191 Power Management IC,Power Management IC,PMIC50000191 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,efficiency_percent: 92; voltage_in_min_v: 4.5; package: SOT-23; Power Good: yes,https://example.com/datasheet/PMIC50000191.pdf,2996,19.8665
Digikey,DIG-500-00192,DIO50000192,ON Semiconductor,ON Semiconductor DIO50000192 Diode,Diode,DIO50000192 Diode from ON Semiconductor. Sourced via professional procurement support; specs below.,vf_v: 0.7; vrrm_v: 100; if_a: 1,https://example.com/datasheet/DIO50000192.pdf,2143,22.4409
Hanxin,HAN-500-00193,LED50000193,OSRAM,OSRAM LED50000193 LED Components,LED Components,LED50000193 LED Components from OSRAM. Sourced via professional procurement support; specs below.,wavelength_nm: 650; forward_voltage_v: 2.1,https://example.com/datasheet/LED50000193.pdf,4926,5.6794
Digikey,DIG-500-00194,MEM50000194,Micron Technology,Micron Technology MEM50000194 Memory IC,Memory IC,MEM50000194 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,speed_hz: 104000000; memory_bytes: 16777216,https://example.com/datasheet/MEM50000194.pdf,4692,17.4033
Mouser,MOU-500-00195,XTAL50000195,AbraconX,AbraconX XTAL50000195 Crystal Oscillator,Crystal Oscillator,XTAL50000195 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,frequency_hz: 8000000; load_capacitance_pf: 18; package: SMD; Frequency Tolerance: ±20ppm,https://example.com/datasheet/XTAL50000195.pdf,3055,5.3485
LCSC,LCS-500-00196,MCU50000196,STMicroelectronics,STMicroelectronics MCU50000196 Microcontroller,Microcontroller,MCU50000196 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,package: LQFP-48; frequency_hz: 72000000; RAM Size: 20KB; Operating Temp: -40~85,https://example.com/datasheet/MCU50000196.pdf,3009,2.9448
Hanxin,HAN-500-00197,MOS50000197,Yangjie,Yangjie MOS50000197 MOSFET,MOSFET,MOS50000197 MOSFET from Yangjie. Sourced via professional procurement support; specs below.,rds_on_mohm: 8,https://example.com/datasheet/MOS50000197.pdf,2465,17.7477
Digikey,DIG-500-00198,RES50000198,KEMET Electronics,KEMET Electronics RES50000198 Resistor,Resistor,RES50000198 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,tolerance: ±1%,https://example.com/datasheet/RES50000198.pdf,651,6.6916
LCSC,LCS-500-00199,CAP50000199,Murata Manufacturing,Murata Manufacturing CAP50000199 Capacitor,Capacitor,CAP50000199 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,Capacitor Value: 100nF; tolerance: ±10%; voltage_rating_v: 50; capacitance_pf: 100000,https://example.com/datasheet/CAP50000199.pdf,2493,2.9305
Mouser,MOU-500-00200,IND50000200,TDK Corporation,TDK Corporation IND50000200 Inductor,Inductor,IND50000200 Inductor from TDK Corporation. Sourced via professional procurement support; specs below.,inductance_uh: 4.7; tolerance: ±20%; package: 0805,https://example.com/datasheet/IND50000200.pdf,4022,23.8664
Digikey,DIG-500-00201,SEN50000201,BoschDummy,BoschDummy SEN50000201 Sensors,Sensors,SEN50000201 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,resolution_bits: 12; interface: I2C; accuracy: ±0.5; range: 0-40,https://example.com/datasheet/SEN50000201.pdf,589,14.3339
LCSC,LCS-500-00202,CON50000202,LinkFab,LinkFab CON50000202 Connectors,Connectors,CON50000202 Connectors from LinkFab. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; positions: 40; mounting: SMD,https://example.com/datasheet/CON50000202.pdf,3934,13.2862
HQEW,HQE-500-00203,MOD50000203,u-blox,u-blox MOD50000203 Modules,Modules,MOD50000203 Modules from u-blox. Sourced via professional procurement support; specs below.,modulation: GFSK; output_power_dbm: 20,https://example.com/datasheet/MOD50000203.pdf,857,4.1890
LCSC,LCS-500-00204,OPA50000204,Analog Devices,Analog Devices OPA50000204 Analog IC,Analog IC,OPA50000204 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,supply_current_ua: 200; bandwidth_hz: 1000000; Input Noise: 10nV,https://example.com/datasheet/OPA50000204.pdf,1886,7.5167
HQEW,HQE-500-00205,PMIC50000205,Monolithic Power Systems,Monolithic Power Systems PMIC50000205 Power Management IC,Power Management IC,PMIC50000205 Power Management IC from Monolithic Power Systems. Sourced via professional procurement support; specs below.,output_current_a: 3; efficiency_percent: 92; voltage_in_max_v: 28,https://example.com/datasheet/PMIC50000205.pdf,2137,20.9219
LCSC,LCS-500-00206,DIO50000206,Littelfuse,Littelfuse DIO50000206 Diode,Diode,DIO50000206 Diode from Littelfuse. Sourced via professional procurement support; specs below.,vrrm_v: 100; if_a: 1,https://example.com/datasheet/DIO50000206.pdf,1602,8.5957
Hanxin,HAN-500-00207,LED50000207,PhotonInc,PhotonInc LED50000207 LED Components,LED Components,LED50000207 LED Components from PhotonInc. Sourced via professional procurement support; specs below.,forward_voltage_v: 2.1; package: 0805,https://example.com/datasheet/LED50000207.pdf,4135,2.0652
Digikey,DIG-500-00208,MEM50000208,Micron Technology,Micron Technology MEM50000208 Memory IC,Memory IC,MEM50000208 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,organization: x8; interface: SPI; Access Time: 70ns,https://example.com/datasheet/MEM50000208.pdf,607,23.1251
Mouser,MOU-500-00209,XTAL50000209,Wurth Elektronik,Wurth Elektronik XTAL50000209 Crystal Oscillator,Crystal Oscillator,XTAL50000209 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; package: SMD,https://example.com/datasheet/XTAL50000209.pdf,1560,23.9048
Digikey,DIG-500-00210,MCU50000210,Holtek Semiconductor,Holtek Semiconductor MCU50000210 Microcontroller,Microcontroller,MCU50000210 Microcontroller from Holtek Semiconductor. Sourced via professional procurement support; specs below.,io_count: 48; voltage_v: 3.3; RAM Size: 20KB; Core: ARM Cortex-M4; flash_bytes: 131072; Operating Temp: -40~85,https://example.com/datasheet/MCU50000210.pdf,4761,3.8501
HQEW,HQE-500-00211,MOS50000211,ON Semiconductor,ON Semiconductor MOS50000211 MOSFET,MOSFET,MOS50000211 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,rds_on_mohm: 8; Leakage Current: 1uA,https://example.com/datasheet/MOS50000211.pdf,2099,0.9145
LCSC,LCS-500-00212,RES50000212,KEMET Electronics,KEMET Electronics RES50000212 Resistor,Resistor,RES50000212 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,package: 0805; power_rating_w: 0.25; Resistor Value: 10kΩ,https://example.com/datasheet/RES50000212.pdf,1535,17.6735
LCSC,LCS-500-00213,CAP50000213,KEMET Electronics,KEMET Electronics CAP50000213 Capacitor,Capacitor,CAP50000213 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; tolerance: ±10%,https://example.com/datasheet/CAP50000213.pdf,4051,2.1840
Mouser,MOU-500-00214,IND50000214,Murata Manufacturing,Murata Manufacturing IND50000214 Inductor,Inductor,IND50000214 Inductor from Murata Manufacturing. Sourced via professional procurement support; specs below.,package: 0805; inductance_uh: 4.7; tolerance: ±20%; current_rating_a: 1.5,https://example.com/datasheet/IND50000214.pdf,499,15.4288
HQEW,HQE-500-00215,SEN50000215,NXP Semiconductors,NXP Semiconductors SEN50000215 Sensors,Sensors,SEN50000215 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,accuracy: ±0.5; interface: I2C; resolution_bits: 12; range: 0-40; sensitivity: 260 LSB/g,https://example.com/datasheet/SEN50000215.pdf,4477,6.8708
Mouser,MOU-500-00216,CON50000216,JST,JST CON50000216 Connectors,Connectors,CON50000216 Connectors from JST. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; mounting: SMD,https://example.com/datasheet/CON50000216.pdf,1725,9.1738
Hanxin,HAN-500-00217,MOD50000217,AirByte,AirByte MOD50000217 Modules,Modules,MOD50000217 Modules from AirByte. Sourced via professional procurement support; specs below.,interface: UART; sensitivity_dbm: -95,https://example.com/datasheet/MOD50000217.pdf,199,9.7317
Mouser,MOU-500-00218,OPA50000218,Maxim Integrated,Maxim Integrated OPA50000218 Analog IC,Analog IC,OPA50000218 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,package: SOIC-8; supply_current_ua: 200; bandwidth_hz: 1000000,https://example.com/datasheet/OPA50000218.pdf,411,23.9779
Hanxin,HAN-500-00219,PMIC50000219,SGMICRO,SGMICRO PMIC50000219 Power Management IC,Power Management IC,PMIC50000219 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,efficiency_percent: 92; voltage_in_max_v: 28; package: SOT-23; output_current_a: 3; voltage_out_v: 5,https://example.com/datasheet/PMIC50000219.pdf,581,24.2673
HQEW,HQE-500-00220,DIO50000220,Diodes Incorporated,Diodes Incorporated DIO50000220 Diode,Diode,DIO50000220 Diode from Diodes Incorporated. Sourced via professional procurement support; specs below.,if_a: 1; vf_v: 0.7; vrrm_v: 100,https://example.com/datasheet/DIO50000220.pdf,2139,24.4938
Hanxin,HAN-500-00221,LED50000221,Everlight Electronics,Everlight Electronics LED50000221 LED Components,LED Components,LED50000221 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,forward_current_ma: 20; package: 0805; wavelength_nm: 650; forward_voltage_v: 2.1,https://example.com/datasheet/LED50000221.pdf,1157,16.7484
Digikey,DIG-500-00222,MEM50000222,SK Hynix,SK Hynix MEM50000222 Memory IC,Memory IC,MEM50000222 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,memory_bytes: 16777216; organization: x8; interface: SPI,https://example.com/datasheet/MEM50000222.pdf,2660,3.5304
Mouser,MOU-500-00223,XTAL50000223,,Unknown XTAL50000223 Crystal Oscillator,Crystal Oscillator,XTAL50000223 Crystal Oscillator from unspecified. Sourced via professional procurement support; specs below.,frequency_hz: 8000000; package: SMD; load_capacitance_pf: 18,https://example.com/datasheet/XTAL50000223.pdf,435,1.7395
Mouser,MOU-500-00224,MCU50000224,GigaDevice Semiconductor,GigaDevice Semiconductor MCU50000224 Microcontroller,Microcontroller,MCU50000224 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,Operating Voltage: 3.3V; frequency_hz: 72000000,https://example.com/datasheet/MCU50000224.pdf,2812,15.0251
Mouser,MOU-500-00225,MOS50000225,Vishay Intertechnology,Vishay Intertechnology MOS50000225 MOSFET,MOSFET,MOS50000225 MOSFET from Vishay Intertechnology. Sourced via professional procurement support; specs below.,vds_v: 55,https://example.com/datasheet/MOS50000225.pdf,4314,2.7084
Digikey,DIG-500-00226,RES50000226,Fenghua,Fenghua RES50000226 Resistor,Resistor,RES50000226 Resistor from Fenghua. Sourced via professional procurement support; specs below.,package: 0805; temperature_coeff: X7R; resistance_ohm: 10000; power_rating_w: 0.25,https://example.com/datasheet/RES50000226.pdf,2299,21.2439
LCSC,LCS-500-00227,CAP50000227,KEMET Electronics,KEMET Electronics CAP50000227 Capacitor,Capacitor,CAP50000227 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,capacitance_pf: 100000; voltage_rating_v: 50; package: 0603; tolerance: ±10%; temperature_coeff: X7R,https://example.com/datasheet/CAP50000227.pdf,1475,12.1317
Digikey,DIG-500-00228,IND50000228,Bourns,Bourns IND50000228 Inductor,Inductor,IND50000228 Inductor from Bourns. Sourced via professional procurement support; specs below.,current_rating_a: 1.5; tolerance: ±20%; inductance_uh: 4.7,https://example.com/datasheet/IND50000228.pdf,3333,21.3756
LCSC,LCS-500-00229,SEN50000229,NXP Semiconductors,NXP Semiconductors SEN50000229 Sensors,Sensors,SEN50000229 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,sensitivity: 260 LSB/g; resolution_bits: 12; accuracy: ±0.5,https://example.com/datasheet/SEN50000229.pdf,3243,0.4729
HQEW,HQE-500-00230,CON50000230,TE Connectivity,TE Connectivity CON50000230 Connectors,Connectors,CON50000230 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,current_rating_a: 3; pitch_mm: 2.54; positions: 40; voltage_rating_v: 50,https://example.com/datasheet/CON50000230.pdf,697,22.1814
LCSC,LCS-500-00231,MOD50000231,u-blox,u-blox MOD50000231 Modules,Modules,MOD50000231 Modules from u-blox. Sourced via professional procurement support; specs below.,data_rate_bps: 2000000; interface: UART,https://example.com/datasheet/MOD50000231.pdf,1298,15.4456
Mouser,MOU-500-00232,OPA50000232,Silicon Labs,Silicon Labs OPA50000232 Analog IC,Analog IC,OPA50000232 Analog IC from Silicon Labs. Sourced via professional procurement support; specs below.,supply_current_ua: 200; package: SOIC-8; gain_db: 100; bandwidth_hz: 1000000,https://example.com/datasheet/OPA50000232.pdf,1918,23.3367
HQEW,HQE-500-00233,PMIC50000233,Infineon Technologies,Infineon Technologies PMIC50000233 Power Management IC,Power Management IC,PMIC50000233 Power Management IC from Infineon Technologies. Sourced via professional procurement support; specs below.,package: SOT-23; efficiency_percent: 92; voltage_in_max_v: 28; voltage_out_v: 5,https://example.com/datasheet/PMIC50000233.pdf,3672,2.8529
HQEW,HQE-500-00234,DIO50000234,ON Semiconductor,ON Semiconductor DIO50000234 Diode,Diode,DIO50000234 Diode from ON Semiconductor. Sourced via professional procurement support; specs below.,vf_v: 0.7; if_a: 1,https://example.com/datasheet/DIO50000234.pdf,3411,19.7120
LCSC,LCS-500-00235,LED50000235,Kingbright,Kingbright LED50000235 LED Components,LED Components,LED50000235 LED Components from Kingbright. Sourced via professional procurement support; specs below.,forward_voltage_v: 2.1; package: 0805; wavelength_nm: 650,https://example.com/datasheet/LED50000235.pdf,3632,22.4510
Digikey,DIG-500-00236,MEM50000236,MemCore,MemCore MEM50000236 Memory IC,Memory IC,MEM50000236 Memory IC from MemCore. Sourced via professional procurement support; specs below.,memory_bytes: 16777216; speed_hz: 104000000; organization: x8; interface: SPI,https://example.com/datasheet/MEM50000236.pdf,4819,13.3553
LCSC,LCS-500-00237,XTAL50000237,TDK Corporation,TDK Corporation XTAL50000237 Crystal Oscillator,Crystal Oscillator,XTAL50000237 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; package: SMD,https://example.com/datasheet/XTAL50000237.pdf,3157,14.6825
Hanxin,HAN-500-00238,MCU50000238,Microchip Technology,Microchip Technology MCU50000238 Microcontroller,Microcontroller,MCU50000238 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,frequency_hz: 72000000; Clock Speed: 72MHz,https://example.com/datasheet/MCU50000238.pdf,2992,9.4185
Mouser,MOU-500-00239,MOS50000239,RiverSemi,RiverSemi MOS50000239 MOSFET,MOSFET,MOS50000239 MOSFET from RiverSemi. Sourced via professional procurement support; specs below.,package: SOT-23; id_a: 30; On Resistance: 8mΩ,https://example.com/datasheet/MOS50000239.pdf,634,12.0978
LCSC,LCS-500-00240,RES50000240,Fenghua,Fenghua RES50000240 Resistor,Resistor,RES50000240 Resistor from Fenghua. Sourced via professional procurement support; specs below.,Resistor Value: 10kΩ; package: 0805,https://example.com/datasheet/RES50000240.pdf,3296,18.4286
HQEW,HQE-500-00241,CAP50000241,TDK Corporation,TDK Corporation CAP50000241 Capacitor,Capacitor,CAP50000241 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; capacitance_pf: 100000; package: 0603; temperature_coeff: X7R,https://example.com/datasheet/CAP50000241.pdf,867,12.6043
Digikey,DIG-500-00242,IND50000242,Murata Manufacturing,Murata Manufacturing IND50000242 Inductor,Inductor,IND50000242 Inductor from Murata Manufacturing. Sourced via professional procurement support; specs below.,current_rating_a: 1.5; tolerance: ±20%,https://example.com/datasheet/IND50000242.pdf,2759,15.2694
LCSC,LCS-500-00243,SEN50000243,NXP Semiconductors,NXP Semiconductors SEN50000243 Sensors,Sensors,SEN50000243 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,interface: I2C; resolution_bits: 12; accuracy: ±0.5; range: 0-40; Output Type: Analog,https://example.com/datasheet/SEN50000243.pdf,3190,10.0388
Mouser,MOU-500-00244,CON50000244,JST,JST CON50000244 Connectors,Connectors,CON50000244 Connectors from JST. Sourced via professional procurement support; specs below.,voltage_rating_v: 50; mounting: SMD,https://example.com/datasheet/CON50000244.pdf,4062,18.6983
Digikey,DIG-500-00245,MOD50000245,AirByte,AirByte MOD50000245 Modules,Modules,MOD50000245 Modules from AirByte. Sourced via professional procurement support; specs below.,sensitivity_dbm: -95; data_rate_bps: 2000000; modulation: GFSK; output_power_dbm: 20,https://example.com/datasheet/MOD50000245.pdf,2193,17.2971
LCSC,LCS-500-00246,OPA50000246,Silicon Labs,Silicon Labs OPA50000246 Analog IC,Analog IC,OPA50000246 Analog IC from Silicon Labs. Sourced via professional procurement support; specs below.,supply_current_ua: 200; package: SOIC-8; bandwidth_hz: 1000000; gain_db: 100,https://example.com/datasheet/OPA50000246.pdf,4673,22.2568
HQEW,HQE-500-00247,PMIC50000247,Monolithic Power Systems,Monolithic Power Systems PMIC50000247 Power Management IC,Power Management IC,PMIC50000247 Power Management IC from Monolithic Power Systems. Sourced via professional procurement support; specs below.,voltage_in_min_v: 4.5; efficiency_percent: 92,https://example.com/datasheet/PMIC50000247.pdf,3736,17.7949
LCSC,LCS-500-00248,DIO50000248,Vishay Intertechnology,Vishay Intertechnology DIO50000248 Diode,Diode,DIO50000248 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,vf_v: 0.7; if_a: 1; Reverse Recovery: 50ns,https://example.com/datasheet/DIO50000248.pdf,4198,19.0973
Mouser,MOU-500-00249,LED50000249,Kingbright,Kingbright LED50000249 LED Components,LED Components,LED50000249 LED Components from Kingbright. Sourced via professional procurement support; specs below.,forward_current_ma: 20; package: 0805,https://example.com/datasheet/LED50000249.pdf,1967,10.7237
LCSC,LCS-500-00250,MEM50000250,Micron Technology,Micron Technology MEM50000250 Memory IC,Memory IC,MEM50000250 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,speed_hz: 104000000; memory_bytes: 16777216; organization: x8,https://example.com/datasheet/MEM50000250.pdf,3514,5.4781
Hanxin,HAN-500-00251,XTAL50000251,Murata Manufacturing,Murata Manufacturing XTAL50000251 Crystal Oscillator,Crystal Oscillator,XTAL50000251 Crystal Oscillator from Murata Manufacturing. Sourced via professional procurement support; specs below.,load_capacitance_pf: 18; frequency_hz: 8000000; package: SMD,https://example.com/datasheet/XTAL50000251.pdf,2134,3.5967
LCSC,LCS-500-00252,MCU50000252,Nuvoton Technology,Nuvoton Technology MCU50000252 Microcontroller,Microcontroller,MCU50000252 Microcontroller from Nuvoton Technology. Sourced via professional procurement support; specs below.,frequency_hz: 72000000; Operating Voltage: 3.3V; flash_bytes: 131072,https://example.com/datasheet/MCU50000252.pdf,4684,6.0832
Hanxin,HAN-500-00253,MOS50000253,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor MOS50000253 MOSFET,MOSFET,MOS50000253 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,rds_on_mohm: 8; package: SOT-23; id_a: 30; vds_v: 55; qg_nc: 45; Leakage Current: 1uA,https://example.com/datasheet/MOS50000253.pdf,216,17.1427
Mouser,MOU-500-00254,RES50000254,Bourns,Bourns RES50000254 Resistor,Resistor,RES50000254 Resistor from Bourns. Sourced via professional procurement support; specs below.,resistance_ohm: 10000; Resistor Value: 10kΩ; package: 0805; power_rating_w: 0.25; tolerance: ±1%,https://example.com/datasheet/RES50000254.pdf,3565,4.2703
HQEW,HQE-500-00255,CAP50000255,TDK Corporation,TDK Corporation CAP50000255 Capacitor,Capacitor,CAP50000255 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,package: 0603; capacitance_pf: 100000; voltage_rating_v: 50; temperature_coeff: X7R,https://example.com/datasheet/CAP50000255.pdf,297,0.4701
LCSC,LCS-500-00256,IND50000256,Murata Manufacturing,Murata Manufacturing IND50000256 Inductor,Inductor,IND50000256 Inductor from Murata Manufacturing. Sourced via professional procurement support; specs below.,tolerance: ±20%; inductance_uh: 4.7; package: 0805; current_rating_a: 1.5,https://example.com/datasheet/IND50000256.pdf,3223,8.2310
Mouser,MOU-500-00257,SEN50000257,STMicroelectronics,STMicroelectronics SEN50000257 Sensors,Sensors,SEN50000257 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,accuracy: ±0.5; range: 0-40,https://example.com/datasheet/SEN50000257.pdf,2061,8.3535
Mouser,MOU-500-00258,CON50000258,Molex,Molex CON50000258 Connectors,Connectors,CON50000258 Connectors from Molex. Sourced via professional procurement support; specs below.,positions: 40; voltage_rating_v: 50; pitch_mm: 2.54,https://example.com/datasheet/CON50000258.pdf,2193,17.8083
Hanxin,HAN-500-00259,MOD50000259,Espressif Systems,Espressif Systems MOD50000259 Modules,Modules,MOD50000259 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,interface: UART; data_rate_bps: 2000000; sensitivity_dbm: -95; output_power_dbm: 20; Antenna Type: PCB,https://example.com/datasheet/MOD50000259.pdf,995,15.1383
LCSC,LCS-500-00260,OPA50000260,Silicon Labs,Silicon Labs OPA50000260 Analog IC,Analog IC,OPA50000260 Analog IC from Silicon Labs. Sourced via professional procurement support; specs below.,bandwidth_hz: 1000000; package: SOIC-8; gain_db: 100; supply_current_ua: 200,https://example.com/datasheet/OPA50000260.pdf,4904,18.8768
Digikey,DIG-500-00261,PMIC50000261,Monolithic Power Systems,Monolithic Power Systems PMIC50000261 Power Management IC,Power Management IC,PMIC50000261 Power Management IC from Monolithic Power Systems. Sourced via professional procurement support; specs below.,output_current_a: 3; package: SOT-23; voltage_in_min_v: 4.5; efficiency_percent: 92; voltage_in_max_v: 28,https://example.com/datasheet/PMIC50000261.pdf,3431,12.0725
LCSC,LCS-500-00262,DIO50000262,RectFab,RectFab DIO50000262 Diode,Diode,DIO50000262 Diode from RectFab. Sourced via professional procurement support; specs below.,vf_v: 0.7; vrrm_v: 100; if_a: 1; Reverse Recovery: 50ns,https://example.com/datasheet/DIO50000262.pdf,1550,14.8780
Hanxin,HAN-500-00263,LED50000263,Everlight Electronics,Everlight Electronics LED50000263 LED Components,LED Components,LED50000263 LED Components from Everlight Electronics. Sourced via professional procurement support; specs below.,package: 0805; forward_current_ma: 20,https://example.com/datasheet/LED50000263.pdf,1021,9.2673
Hanxin,HAN-500-00264,MEM50000264,SK Hynix,SK Hynix MEM50000264 Memory IC,Memory IC,MEM50000264 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,interface: SPI; organization: x8,https://example.com/datasheet/MEM50000264.pdf,1181,8.8277
HQEW,HQE-500-00265,XTAL50000265,TDK Corporation,TDK Corporation XTAL50000265 Crystal Oscillator,Crystal Oscillator,XTAL50000265 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,frequency_hz: 8000000; load_capacitance_pf: 18; package: SMD,https://example.com/datasheet/XTAL50000265.pdf,4659,6.0529
Mouser,MOU-500-00266,MCU50000266,STMicroelectronics,STMicroelectronics MCU50000266 Microcontroller,Microcontroller,MCU50000266 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,package: LQFP-48; io_count: 48; ram_bytes: 20480; flash_bytes: 131072,https://example.com/datasheet/MCU50000266.pdf,3724,19.2861
Hanxin,HAN-500-00267,MOS50000267,Alpha & Omega Semiconductor,Alpha & Omega Semiconductor MOS50000267 MOSFET,MOSFET,MOS50000267 MOSFET from Alpha & Omega Semiconductor. Sourced via professional procurement support; specs below.,package: SOT-23; vds_v: 55,https://example.com/datasheet/MOS50000267.pdf,4415,22.8257
Digikey,DIG-500-00268,RES50000268,Vishay Intertechnology,Vishay Intertechnology RES50000268 Resistor,Resistor,RES50000268 Resistor from Vishay Intertechnology. Sourced via professional procurement support; specs below.,temperature_coeff: X7R; resistance_ohm: 10000,https://example.com/datasheet/RES50000268.pdf,2802,17.6133
LCSC,LCS-500-00269,CAP50000269,Holy Stone,Holy Stone CAP50000269 Capacitor,Capacitor,CAP50000269 Capacitor from Holy Stone. Sourced via professional procurement support; specs below.,capacitance_pf: 100000; package: 0603; Ripple Current: 100mA,https://example.com/datasheet/CAP50000269.pdf,1255,15.6496
