mpn,clean_mpn,manufacturer,brand,url_slug,category,subcategory,description,applications,keywords,attributes_json,availability,alternative_parts,datasheet_url,faq,image
MCU100000532,MCU100000532,GigaDevice Semiconductor,GigaDevice Semiconductor,mcu100000532,Microcontroller,Microcontroller,MCU100000532 Microcontroller from GigaDevice Semiconductor. Sourced via professional procurement support; specs below.,,,"{""flash_bytes"": ""128KB"", ""voltage_v"": ""3.3""}",active,,https://example.com/datasheet/MCU100000532.pdf,,
MOS100000533,MOS100000533,Yangjie,Yangjie,mos100000533,MOSFET,MOSFET,MOS100000533 MOSFET from Yangjie. Sourced via professional procurement support; specs below.,,,"{""rds_on_mohm"": ""8"", ""package"": ""SOT-23"", ""qg_nc"": ""45""}",active,,https://example.com/datasheet/MOS100000533.pdf,,
RES100000534,RES100000534,Fenghua,Fenghua,res100000534,Resistor,Resistor,RES100000534 Resistor from Fenghua. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""tolerance"": ""±1%"", ""power_rating_w"": ""0.25""}",active,,https://example.com/datasheet/RES100000534.pdf,,
CAP100000535,CAP100000535,KEMET Electronics,KEMET Electronics,cap100000535,Capacitor,Capacitor,CAP100000535 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R"", ""tolerance"": ""±10%"", ""Ripple Current"": ""100mA""}",active,,https://example.com/datasheet/CAP100000535.pdf,,
IND100000536,IND100000536,Wurth Elektronik,Wurth Elektronik,ind100000536,Inductor,Inductor,IND100000536 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""tolerance"": ""±20%"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND100000536.pdf,,
SEN100000537,SEN100000537,TE Connectivity,TE Connectivity,sen100000537,Sensors,Sensors,SEN100000537 Sensors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""interface"": ""I2C"", ""accuracy"": ""±0.5""}",active,,https://example.com/datasheet/SEN100000537.pdf,,
CON100000538,CON100000538,Molex,Molex,con100000538,Connectors,Connectors,CON100000538 Connectors from Molex. Sourced via professional procurement support; specs below.,,,"{""mounting"": ""SMD"", ""current_rating_a"": ""3"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON100000538.pdf,,
MOD100000539,MOD100000539,Espressif Systems,Espressif Systems,mod100000539,Modules,Modules,MOD100000539 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""-95"", ""modulation"": ""GFSK"", ""interface"": ""UART"", ""output_power_dbm"": ""20""}",active,,https://example.com/datasheet/MOD100000539.pdf,,
OPA100000540,OPA100000540,Silicon Labs,Silicon Labs,opa100000540,Analog IC,Analog IC,OPA100000540 Analog IC from Silicon Labs. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000540.pdf,,
PMIC100000541,PMIC100000541,Infineon Technologies,Infineon Technologies,pmic100000541,Power Management IC,Power Management IC,PMIC100000541 Power Management IC from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""output_current_a"": ""3"", ""efficiency_percent"": ""92""}",active,,https://example.com/datasheet/PMIC100000541.pdf,,
DIO100000542,DIO100000542,Littelfuse,Littelfuse,dio100000542,Diode,Diode,DIO100000542 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""if_a"": ""1""}",active,,https://example.com/datasheet/DIO100000542.pdf,,
LED100000543,LED100000543,Lite-On Technology,Lite-On Technology,led100000543,LED Components,LED Components,LED100000543 LED Components from Lite-On Technology. Sourced via professional procurement support; specs below.,,,"{""forward_current_ma"": ""20"", ""forward_voltage_v"": ""2.1""}",active,,https://example.com/datasheet/LED100000543.pdf,,
MEM100000544,MEM100000544,SK Hynix,SK Hynix,mem100000544,Memory IC,Memory IC,MEM100000544 Memory IC from SK Hynix. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""speed_hz"": ""104000000"", ""memory_bytes"": ""16777216""}",active,,https://example.com/datasheet/MEM100000544.pdf,,
XTAL100000545,XTAL100000545,TDK Corporation,TDK Corporation,xtal100000545,Crystal Oscillator,Crystal Oscillator,XTAL100000545 Crystal Oscillator from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000545.pdf,,
MCU100000546,MCU100000546,Microchip Technology,Microchip Technology,mcu100000546,Microcontroller,Microcontroller,MCU100000546 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,,,"{""ram_bytes"": ""20480"", ""core"": ""ARM Cortex-M4"", ""voltage_v"": ""3.3"", ""package"": ""LQFP-48""}",active,,https://example.com/datasheet/MCU100000546.pdf,,
MOS100000547,MOS100000547,Infineon Technologies,Infineon Technologies,mos100000547,MOSFET,MOSFET,MOS100000547 MOSFET from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""rds_on_mohm"": ""8"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/MOS100000547.pdf,,
RES100000548,RES100000548,KEMET Electronics,KEMET Electronics,res100000548,Resistor,Resistor,RES100000548 Resistor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""resistance_ohm"": ""10000"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/RES100000548.pdf,,
CAP100000549,CAP100000549,Walsin Technology,Walsin Technology,cap100000549,Capacitor,Capacitor,CAP100000549 Capacitor from Walsin Technology. Sourced via professional procurement support; specs below.,,,"{""temperature_coeff"": ""X7R"", ""tolerance"": ""±10%"", ""capacitance_pf"": ""100nF"", ""Ripple Current"": ""100mA""}",active,,https://example.com/datasheet/CAP100000549.pdf,,
IND100000550,IND100000550,Wurth Elektronik,Wurth Elektronik,ind100000550,Inductor,Inductor,IND100000550 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±20%"", ""current_rating_a"": ""1.5"", ""Self Resonant Freq"": ""50MHz""}",active,,https://example.com/datasheet/IND100000550.pdf,,
SEN100000551,SEN100000551,BoschDummy,BoschDummy,sen100000551,Sensors,Sensors,SEN100000551 Sensors from BoschDummy. Sourced via professional procurement support; specs below.,,,"{""accuracy"": ""±0.5"", ""interface"": ""I2C"", ""range"": ""0-40""}",active,,https://example.com/datasheet/SEN100000551.pdf,,
CON100000552,CON100000552,TE Connectivity,TE Connectivity,con100000552,Connectors,Connectors,CON100000552 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""pitch_mm"": ""2.54"", ""positions"": ""40"", ""current_rating_a"": ""3"", ""mounting"": ""SMD""}",active,,https://example.com/datasheet/CON100000552.pdf,,
MOD100000553,MOD100000553,Espressif Systems,Espressif Systems,mod100000553,Modules,Modules,MOD100000553 Modules from Espressif Systems. Sourced via professional procurement support; specs below.,,,"{""output_power_dbm"": ""20"", ""sensitivity_dbm"": ""-95"", ""modulation"": ""GFSK""}",active,,https://example.com/datasheet/MOD100000553.pdf,,
OPA100000554,OPA100000554,Texas Instruments,Texas Instruments,opa100000554,Analog IC,Analog IC,OPA100000554 Analog IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000554.pdf,,
PMIC100000555,PMIC100000555,Infineon Technologies,Infineon Technologies,pmic100000555,Power Management IC,Power Management IC,PMIC100000555 Power Management IC from Infineon Technologies. Sourced via professional procurement support; specs below.,,,"{""voltage_in_min_v"": ""4.5"", ""voltage_in_max_v"": ""28"", ""efficiency_percent"": ""92"", ""voltage_out_v"": ""5"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/PMIC100000555.pdf,,
DIO100000556,DIO100000556,,,dio100000556,Diode,Diode,DIO100000556 Diode from unspecified. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vrrm_v"": ""100"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000556.pdf,,
LED100000557,LED100000557,Kingbright,Kingbright,led100000557,LED Components,LED Components,LED100000557 LED Components from Kingbright. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""package"": ""0805"", ""forward_voltage_v"": ""2.1"", ""forward_current_ma"": ""20""}",active,,https://example.com/datasheet/LED100000557.pdf,,
MEM100000558,MEM100000558,Macronix International,Macronix International,mem100000558,Memory IC,Memory IC,MEM100000558 Memory IC from Macronix International. Sourced via professional procurement support; specs below.,,,"{""speed_hz"": ""104000000"", ""memory_bytes"": ""16777216"", ""organization"": ""x8""}",active,,https://example.com/datasheet/MEM100000558.pdf,,
XTAL100000559,XTAL100000559,Wurth Elektronik,Wurth Elektronik,xtal100000559,Crystal Oscillator,Crystal Oscillator,XTAL100000559 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""frequency_hz"": ""8000000"", ""load_capacitance_pf"": ""18""}",active,,https://example.com/datasheet/XTAL100000559.pdf,,
MCU100000560,MCU100000560,Holtek Semiconductor,Holtek Semiconductor,mcu100000560,Microcontroller,Microcontroller,MCU100000560 Microcontroller from Holtek Semiconductor. Sourced via professional procurement support; specs below.,,,"{""ram_bytes"": ""20480"", ""flash_bytes"": ""131072"", ""Thermal Resistance"": ""45 C/W""}",active,,https://example.com/datasheet/MCU100000560.pdf,,
MOS100000561,MOS100000561,Yangjie,Yangjie,mos100000561,MOSFET,MOSFET,MOS100000561 MOSFET from Yangjie. Sourced via professional procurement support; specs below.,,,"{""vgs_th_v"": ""2.5"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/MOS100000561.pdf,,
RES100000562,RES100000562,Yageo,Yageo,res100000562,Resistor,Resistor,RES100000562 Resistor from Yageo. Sourced via professional procurement support; specs below.,,,"{""package"": ""0805"", ""power_rating_w"": ""0.25"", ""tolerance"": ""±1%"", ""temperature_coeff"": ""X7R"", ""Lifecycle Status"": ""Active""}",active,,https://example.com/datasheet/RES100000562.pdf,,
CAP100000563,CAP100000563,Holy Stone,Holy Stone,cap100000563,Capacitor,Capacitor,CAP100000563 Capacitor from Holy Stone. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±10%"", ""voltage_rating_v"": ""50"", ""capacitance_pf"": ""100000"", ""package"": ""0603""}",active,,https://example.com/datasheet/CAP100000563.pdf,,
IND100000564,IND100000564,Wurth Elektronik,Wurth Elektronik,ind100000564,Inductor,Inductor,IND100000564 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""tolerance"": ""±20%"", ""package"": ""0805"", ""current_rating_a"": ""1.5""}",active,,https://example.com/datasheet/IND100000564.pdf,,
SEN100000565,SEN100000565,SenseQ,SenseQ,sen100000565,Sensors,Sensors,SEN100000565 Sensors from SenseQ. Sourced via professional procurement support; specs below.,,,"{""accuracy"": ""±0.5"", ""sensitivity_dbm"": ""260 LSB/g"", ""resolution_bits"": ""12""}",active,,https://example.com/datasheet/SEN100000565.pdf,,
CON100000566,CON100000566,Hirose Electric,Hirose Electric,con100000566,Connectors,Connectors,CON100000566 Connectors from Hirose Electric. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""current_rating_a"": ""3"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON100000566.pdf,,
MOD100000567,MOD100000567,u-blox,u-blox,mod100000567,Modules,Modules,MOD100000567 Modules from u-blox. Sourced via professional procurement support; specs below.,,,"{""data_rate_bps"": ""2Mbps"", ""interface"": ""UART"", ""sensitivity_dbm"": ""-95""}",active,,https://example.com/datasheet/MOD100000567.pdf,,
OPA100000568,OPA100000568,LinearX,LinearX,opa100000568,Analog IC,Analog IC,OPA100000568 Analog IC from LinearX. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOIC-8"", ""supply_current_ua"": ""200"", ""gain_db"": ""100"", ""bandwidth_hz"": ""1000000""}",active,,https://example.com/datasheet/OPA100000568.pdf,,
PMIC100000569,PMIC100000569,Texas Instruments,Texas Instruments,pmic100000569,Power Management IC,Power Management IC,PMIC100000569 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOT-23"", ""voltage_in_min_v"": ""4.5"", ""voltage_out_v"": ""5"", ""efficiency_percent"": ""92"", ""voltage_in_max_v"": ""28""}",active,,https://example.com/datasheet/PMIC100000569.pdf,,
DIO100000570,DIO100000570,ON Semiconductor,ON Semiconductor,dio100000570,Diode,Diode,DIO100000570 Diode from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vrrm_v"": ""100"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000570.pdf,,
LED100000571,LED100000571,OSRAM,OSRAM,led100000571,LED Components,LED Components,LED100000571 LED Components from OSRAM. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""package"": ""0805"", ""forward_current_ma"": ""20"", ""forward_voltage_v"": ""2.1""}",active,,https://example.com/datasheet/LED100000571.pdf,,
MEM100000572,MEM100000572,Macronix International,Macronix International,mem100000572,Memory IC,Memory IC,MEM100000572 Memory IC from Macronix International. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""speed_hz"": ""104000000""}",active,,https://example.com/datasheet/MEM100000572.pdf,,
XTAL100000573,XTAL100000573,AbraconX,AbraconX,xtal100000573,Crystal Oscillator,Crystal Oscillator,XTAL100000573 Crystal Oscillator from AbraconX. Sourced via professional procurement support; specs below.,,,"{""frequency_hz"": ""8000000"", ""package"": ""SMD"", ""Frequency Tolerance"": ""±20ppm""}",active,,https://example.com/datasheet/XTAL100000573.pdf,,
MCU100000574,MCU100000574,Microchip Technology,Microchip Technology,mcu100000574,Microcontroller,Microcontroller,MCU100000574 Microcontroller from Microchip Technology. Sourced via professional procurement support; specs below.,,,"{""core"": ""ARM Cortex-M4"", ""flash_bytes"": ""131072"", ""ram_bytes"": ""20480"", ""package"": ""LQFP-48""}",active,,https://example.com/datasheet/MCU100000574.pdf,,
MOS100000575,MOS100000575,ON Semiconductor,ON Semiconductor,mos100000575,MOSFET,MOSFET,MOS100000575 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""id_a"": ""30"", ""rds_on_mohm"": ""8"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/MOS100000575.pdf,,
RES100000576,RES100000576,Vishay Intertechnology,Vishay Intertechnology,res100000576,Resistor,Resistor,RES100000576 Resistor from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""resistance_ohm"": ""10000"", ""tolerance"": ""±1%"", ""power_rating_w"": ""0.25"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/RES100000576.pdf,,
CAP100000577,CAP100000577,Murata Manufacturing,Murata Manufacturing,cap100000577,Capacitor,Capacitor,CAP100000577 Capacitor from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""package"": ""0603"", ""capacitance_pf"": ""100000""}",active,,https://example.com/datasheet/CAP100000577.pdf,,
IND100000578,IND100000578,Wurth Elektronik,Wurth Elektronik,ind100000578,Inductor,Inductor,IND100000578 Inductor from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""1.5"", ""inductance_uh"": ""4.7""}",active,,https://example.com/datasheet/IND100000578.pdf,,
SEN100000579,SEN100000579,NXP Semiconductors,NXP Semiconductors,sen100000579,Sensors,Sensors,SEN100000579 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"{""accuracy"": ""±0.5"", ""sensitivity_dbm"": ""260 LSB/g"", ""resolution_bits"": ""12""}",active,,https://example.com/datasheet/SEN100000579.pdf,,
CON100000580,CON100000580,Molex,Molex,con100000580,Connectors,Connectors,CON100000580 Connectors from Molex. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""current_rating_a"": ""3"", ""mounting"": ""SMD"", ""pitch_mm"": ""2.54"", ""Mating Cycles"": ""500""}",active,,https://example.com/datasheet/CON100000580.pdf,,
MOD100000581,MOD100000581,MeshWorks,MeshWorks,mod100000581,Modules,Modules,MOD100000581 Modules from MeshWorks. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""-95"", ""modulation"": ""GFSK""}",active,,https://example.com/datasheet/MOD100000581.pdf,,
OPA100000582,OPA100000582,Analog Devices,Analog Devices,opa100000582,Analog IC,Analog IC,OPA100000582 Analog IC from Analog Devices. Sourced via professional procurement support; specs below.,,,"{""supply_current_ua"": ""200"", ""package"": ""SOIC-8"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000582.pdf,,
PMIC100000583,PMIC100000583,SGMICRO,SGMICRO,pmic100000583,Power Management IC,Power Management IC,PMIC100000583 Power Management IC from SGMICRO. Sourced via professional procurement support; specs below.,,,"{""efficiency_percent"": ""92"", ""output_current_a"": ""3""}",active,,https://example.com/datasheet/PMIC100000583.pdf,,
DIO100000584,DIO100000584,Vishay Intertechnology,Vishay Intertechnology,dio100000584,Diode,Diode,DIO100000584 Diode from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""if_a"": ""1"", ""vf_v"": ""0.7"", ""Reverse Recovery"": ""50ns""}",active,,https://example.com/datasheet/DIO100000584.pdf,,
LED100000585,LED100000585,Kingbright,Kingbright,led100000585,LED Components,LED Components,LED100000585 LED Components from Kingbright. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""package"": ""0805"", ""forward_current_ma"": ""20"", ""forward_voltage_v"": ""2.1""}",active,,https://example.com/datasheet/LED100000585.pdf,,
MEM100000586,MEM100000586,Micron Technology,Micron Technology,mem100000586,Memory IC,Memory IC,MEM100000586 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,,,"{""interface"": ""SPI"", ""speed_hz"": ""104000000"", ""memory_bytes"": ""16777216"", ""organization"": ""x8"", ""Access Time"": ""70ns""}",active,,https://example.com/datasheet/MEM100000586.pdf,,
XTAL100000587,XTAL100000587,Wurth Elektronik,Wurth Elektronik,xtal100000587,Crystal Oscillator,Crystal Oscillator,XTAL100000587 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000587.pdf,,
MCU100000588,MCU100000588,Holtek Semiconductor,Holtek Semiconductor,mcu100000588,Microcontroller,Microcontroller,MCU100000588 Microcontroller from Holtek Semiconductor. Sourced via professional procurement support; specs below.,,,"{""flash_bytes"": ""131072"", ""ram_bytes"": ""20480""}",active,,https://example.com/datasheet/MCU100000588.pdf,,
MOS100000589,MOS100000589,ON Semiconductor,ON Semiconductor,mos100000589,MOSFET,MOSFET,MOS100000589 MOSFET from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""vgs_th_v"": ""2.5"", ""id_a"": ""30A"", ""package"": ""SOT-23""}",active,,https://example.com/datasheet/MOS100000589.pdf,,
RES100000590,RES100000590,Fenghua,Fenghua,res100000590,Resistor,Resistor,RES100000590 Resistor from Fenghua. Sourced via professional procurement support; specs below.,,,"{""tolerance"": ""±1%"", ""resistance_ohm"": ""10kΩ"", ""power_rating_w"": ""0.25"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/RES100000590.pdf,,
CAP100000591,CAP100000591,TDK Corporation,TDK Corporation,cap100000591,Capacitor,Capacitor,CAP100000591 Capacitor from TDK Corporation. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""tolerance"": ""±10%""}",active,,https://example.com/datasheet/CAP100000591.pdf,,
IND100000592,IND100000592,Murata Manufacturing,Murata Manufacturing,ind100000592,Inductor,Inductor,IND100000592 Inductor from Murata Manufacturing. Sourced via professional procurement support; specs below.,,,"{""inductance_uh"": ""4.7"", ""tolerance"": ""±20%""}",active,,https://example.com/datasheet/IND100000592.pdf,,
SEN100000593,SEN100000593,NXP Semiconductors,NXP Semiconductors,sen100000593,Sensors,Sensors,SEN100000593 Sensors from NXP Semiconductors. Sourced via professional procurement support; specs below.,,,"{""sensitivity_dbm"": ""260 LSB/g"", ""accuracy"": ""±0.5"", ""range"": ""0-40"", ""interface"": ""I2C"", ""resolution_bits"": ""12""}",active,,https://example.com/datasheet/SEN100000593.pdf,,
CON100000594,CON100000594,TE Connectivity,TE Connectivity,con100000594,Connectors,Connectors,CON100000594 Connectors from TE Connectivity. Sourced via professional procurement support; specs below.,,,"{""mounting"": ""SMD"", ""positions"": ""40"", ""pitch_mm"": ""2.54"", ""current_rating_a"": ""3"", ""voltage_rating_v"": ""50""}",active,,https://example.com/datasheet/CON100000594.pdf,,
MOD100000595,MOD100000595,Quectel,Quectel,mod100000595,Modules,Modules,MOD100000595 Modules from Quectel. Sourced via professional procurement support; specs below.,,,"{""interface"": ""UART"", ""output_power_dbm"": ""20"", ""data_rate_bps"": ""2Mbps"", ""modulation"": ""GFSK""}",active,,https://example.com/datasheet/MOD100000595.pdf,,
OPA100000596,OPA100000596,Silicon Labs,Silicon Labs,opa100000596,Analog IC,Analog IC,OPA100000596 Analog IC from Silicon Labs. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOIC-8"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000596.pdf,,
PMIC100000597,PMIC100000597,Richtek Technology,Richtek Technology,pmic100000597,Power Management IC,Power Management IC,PMIC100000597 Power Management IC from Richtek Technology. Sourced via professional procurement support; specs below.,,,"{""output_current_a"": ""3"", ""voltage_out_v"": ""5"", ""voltage_in_max_v"": ""28"", ""efficiency_percent"": ""92""}",active,,https://example.com/datasheet/PMIC100000597.pdf,,
DIO100000598,DIO100000598,ON Semiconductor,ON Semiconductor,dio100000598,Diode,Diode,DIO100000598 Diode from ON Semiconductor. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""vf_v"": ""0.7"", ""Reverse Recovery"": ""50ns""}",active,,https://example.com/datasheet/DIO100000598.pdf,,
LED100000599,LED100000599,Kingbright,Kingbright,led100000599,LED Components,LED Components,LED100000599 LED Components from Kingbright. Sourced via professional procurement support; specs below.,,,"{""forward_current_ma"": ""20"", ""wavelength_nm"": ""650""}",active,,https://example.com/datasheet/LED100000599.pdf,,
MEM100000600,MEM100000600,Micron Technology,Micron Technology,mem100000600,Memory IC,Memory IC,MEM100000600 Memory IC from Micron Technology. Sourced via professional procurement support; specs below.,,,"{""speed_hz"": ""104000000"", ""organization"": ""x8"", ""memory_bytes"": ""16777216"", ""interface"": ""SPI""}",active,,https://example.com/datasheet/MEM100000600.pdf,,
XTAL100000601,XTAL100000601,CrystaWorks,CrystaWorks,xtal100000601,Crystal Oscillator,Crystal Oscillator,XTAL100000601 Crystal Oscillator from CrystaWorks. Sourced via professional procurement support; specs below.,,,"{""package"": ""SMD"", ""frequency_hz"": ""8000000""}",active,,https://example.com/datasheet/XTAL100000601.pdf,,
MCU100000602,MCU100000602,PioneerIC,PioneerIC,mcu100000602,Microcontroller,Microcontroller,MCU100000602 Microcontroller from PioneerIC. Sourced via professional procurement support; specs below.,,,"{""core"": ""ARM Cortex-M4""}",active,,https://example.com/datasheet/MCU100000602.pdf,,
MOS100000603,MOS100000603,HexaFab,HexaFab,mos100000603,MOSFET,MOSFET,MOS100000603 MOSFET from HexaFab. Sourced via professional procurement support; specs below.,,,"{""id_a"": ""30"", ""package"": ""SOT-23"", ""qg_nc"": ""45""}",active,,https://example.com/datasheet/MOS100000603.pdf,,
RES100000604,RES100000604,Vishay Intertechnology,Vishay Intertechnology,res100000604,Resistor,Resistor,RES100000604 Resistor from Vishay Intertechnology. Sourced via professional procurement support; specs below.,,,"{""power_rating_w"": ""0.25"", ""package"": ""0805""}",active,,https://example.com/datasheet/RES100000604.pdf,,
CAP100000605,CAP100000605,KEMET Electronics,KEMET Electronics,cap100000605,Capacitor,Capacitor,CAP100000605 Capacitor from KEMET Electronics. Sourced via professional procurement support; specs below.,,,"{""voltage_rating_v"": ""50"", ""tolerance"": ""±10%"", ""temperature_coeff"": ""X7R""}",active,,https://example.com/datasheet/CAP100000605.pdf,,
IND100000606,IND100000606,Bourns,Bourns,ind100000606,Inductor,Inductor,IND100000606 Inductor from Bourns. Sourced via professional procurement support; specs below.,,,"{""current_rating_a"": ""1.5"", ""tolerance"": ""±20%"", ""package"": ""0805""}",active,,https://example.com/datasheet/IND100000606.pdf,,
SEN100000607,SEN100000607,STMicroelectronics,STMicroelectronics,sen100000607,Sensors,Sensors,SEN100000607 Sensors from STMicroelectronics. Sourced via professional procurement support; specs below.,,,"{""resolution_bits"": ""12"", ""range"": ""0-40"", ""interface"": ""I2C"", ""sensitivity_dbm"": ""260 LSB/g"", ""accuracy"": ""±0.5""}",active,,https://example.com/datasheet/SEN100000607.pdf,,
CON100000608,CON100000608,LinkFab,LinkFab,con100000608,Connectors,Connectors,CON100000608 Connectors from LinkFab. Sourced via professional procurement support; specs below.,,,"{""mounting"": ""SMD"", ""current_rating_a"": ""3"", ""positions"": ""40"", ""voltage_rating_v"": ""50"", ""pitch_mm"": ""2.54""}",active,,https://example.com/datasheet/CON100000608.pdf,,
MOD100000609,MOD100000609,Quectel,Quectel,mod100000609,Modules,Modules,MOD100000609 Modules from Quectel. Sourced via professional procurement support; specs below.,,,"{""interface"": ""UART"", ""output_power_dbm"": ""20"", ""modulation"": ""GFSK""}",active,,https://example.com/datasheet/MOD100000609.pdf,,
OPA100000610,OPA100000610,Maxim Integrated,Maxim Integrated,opa100000610,Analog IC,Analog IC,OPA100000610 Analog IC from Maxim Integrated. Sourced via professional procurement support; specs below.,,,"{""package"": ""SOIC-8"", ""supply_current_ua"": ""200"", ""gain_db"": ""100""}",active,,https://example.com/datasheet/OPA100000610.pdf,,
PMIC100000611,PMIC100000611,Texas Instruments,Texas Instruments,pmic100000611,Power Management IC,Power Management IC,PMIC100000611 Power Management IC from Texas Instruments. Sourced via professional procurement support; specs below.,,,"{""output_current_a"": ""3"", ""voltage_out_v"": ""5"", ""efficiency_percent"": ""92""}",active,,https://example.com/datasheet/PMIC100000611.pdf,,
DIO100000612,DIO100000612,Littelfuse,Littelfuse,dio100000612,Diode,Diode,DIO100000612 Diode from Littelfuse. Sourced via professional procurement support; specs below.,,,"{""vrrm_v"": ""100"", ""vf_v"": ""0.7""}",active,,https://example.com/datasheet/DIO100000612.pdf,,
LED100000613,LED100000613,Lite-On Technology,Lite-On Technology,led100000613,LED Components,LED Components,LED100000613 LED Components from Lite-On Technology. Sourced via professional procurement support; specs below.,,,"{""wavelength_nm"": ""650"", ""forward_voltage_v"": ""2.1"", ""Luminous Intensity"": ""100mcd""}",active,,https://example.com/datasheet/LED100000613.pdf,,
MEM100000614,MEM100000614,Winbond Electronics,Winbond Electronics,mem100000614,Memory IC,Memory IC,MEM100000614 Memory IC from Winbond Electronics. Sourced via professional procurement support; specs below.,,,"{""organization"": ""x8"", ""speed_hz"": ""104000000"", ""memory_bytes"": ""16777216"", ""interface"": ""SPI""}",active,,https://example.com/datasheet/MEM100000614.pdf,,
XTAL100000615,XTAL100000615,Wurth Elektronik,Wurth Elektronik,xtal100000615,Crystal Oscillator,Crystal Oscillator,XTAL100000615 Crystal Oscillator from Wurth Elektronik. Sourced via professional procurement support; specs below.,,,"{""frequency_hz"": ""8000000"", ""load_capacitance_pf"": ""18"", ""Frequency Tolerance"": ""±20ppm""}",active,,https://example.com/datasheet/XTAL100000615.pdf,,
MCU100000616,MCU100000616,STMicroelectronics,STMicroelectronics,mcu100000616,Microcontroller,Microcontroller,MCU100000616 Microcontroller from STMicroelectronics. Sourced via professional procurement support; specs below.,,,"{""ram_bytes"": ""20480"", ""frequency_hz"": ""72MHz""}",active,,https://example.com/datasheet/MCU100000616.pdf,,
